Predicted_Video_ID,BestAnswer,BestAnswer_start,BestAnswer_end,LongAnswer,LongAnswer_start,LongAnswer_end,Related_Video_IDs
103,quick and easy to configure,275,277,it's so lightweight that you can actually run multiple docker containers in the same infrastructure and share the same operating system,612,621,101 107 104
103,it's so lightweight that you can actually run multiple docker containers in the same infrastructure and share the same operating system,612,621,it's so lightweight that you can actually run multiple docker containers in the same infrastructure and share the same operating system,612,621,101 107 202
103,provides the same functionality,67,73,docker is inherently more lightweight but provides the same functionality,65,73,101 107 205
103,a collaboration between the development team the operation team,170,174,a collaboration between the development team the operation team,170,174,102 407 106
103,puppet or chef,919,921,GIT and Jira for building we use Gradle and mavin testing we use selenium the integration between dev and ops is through tools such as Jenkins and then the deployment operation is done with tools such as docker and share finally nagios,220,242,102 104 204
103,GIT and Jira,220,222,GIT and Jira for building we use Gradle and mavin testing,220,229,102 104 106
102,waterfall model,399,402,prototypes are built with dummy functionalities this is a useful tool for figuring out what the customer actually wants let's take a look at the cycle to obtain useful user feedback software prototypes are created before the final product after taking into account user feedback the prototype is once more examined by the client up until the consumer accepts the model this process continues after gathering requirements a rapid design is made and a prototype is developed before being delivered to the customer for review the prototype is modified in response to client comments and the clarified requirement then represented to the client for review the customer must accept the prototype before the genuine program can be developed the waterfall model approach,698,746,103 205 104
103,docker,244,247,docker and share finally nagios,236,242,102 104 204
103,a tool,247,249,somebody who works in DevOps so let's take a throw scenario a very developer Etna testa before you had the world of docker a developer would actually build their code and then they'd send it to the tester but then the code wouldn't work on their system coders are worldly a system due to the differences in computer environments so what could be the solution to this well you could go ahead and create a virtual machine to be the same of the solution in both areas what do you think docker is an even better solution,10,45,101 104 201
103,it's so lightweight that you can actually run multiple docker containers in the same infrastructure and share the same operating system,612,621,it's so lightweight that you can actually run multiple docker containers in the same infrastructure and share the same operating system,612,621,104 101 107
103,a standalone executable package,590,595,a standalone executable package,590,595,101 104 402
103,primarily built out of four components,870,874,primarily built out of four components of which the one that you'll use the most is the client-server environment,870,878,101 407 401
103,standalone executable package,590,595,it's really quick and easy to configure the architecture of docker is really primarily built out of four components of which the one that you'll use the most is the client-server environment,865,878,101 407 104
103,using a file called the docker file,547,551,uploaded to a registry or to a docker hub where it can be shared across your entire team,829,835,101 104 407
103,using a file called the docker file,547,551,using the build commands docket image,814,819,101 104 407
103,a standalone executable package,590,595,a standalone executable package,590,595,101 104 107
103,through simple pull and push commands,733,737,through simple pull and push commands that you run through terminal window,733,739,104 101 202
103,through simple pull and push commands,733,737,through simple pull and push commands that you run through terminal window,733,739,101 104 207
104,a logical connection that is used by programs and services to exchange information,7,13,"Now a port is not a physical connection, it's a logical connection that is used by programs and services to exchange information",0,13,402 103 405
104,a logical connection that is used by programs and services to exchange information,7,13,"Now a port is not a physical connection, it's a logical connection that is used by programs and services to exchange information",0,13,207 405 401
104,which program or service on a computer or server that is going to be used,13,20,which program or service on a computer or server that is going to be used.,13,20,207 405 103
104,0 - 65535,27,34,from 49152 - 65535,348,362,207 405 402
104,port 80 and 443,34,42,port 80 and 443,34,42,402 207 405
104,port 80 and 443,34,42,"port number 80 that's being used for this connection because as I said before, port 80",231,244,402 207 405
104,network statistics,187,193,a logical connection that is used by programs and services to exchange information,7,13,405 207 401
104,a command line tool,187,193,network statistics and it's a command line tool,187,193,405 207 205
104,Port number 21,34,42,a standard protocol that is used to transfer files between computers and servers over a network and it uses port number 21,251,264,402 405 207
104,port 80 and 443,34,42,"port 80 and 443 which are used for web pages.  Port number 21 is used for FTP.  And port number 25 is used for email.  A port number is always associated with an IP address.  An IP address is a numeric address. It's an identifier for a computer or device on a network.  Every device has to have an IP address for communication purposes. And an IP address and a port number work together to exchange data on a network. So for example if you want to connect to a server over the internet, the IP address is used to determine the geographical location of that server.  Such as what continent, country, city, and so on.  And a port number determines which service or program on that server it wants to use. Whether that service or program is a web page, FTP service, email, and so on. Now in simple terms, what does this all mean?  So as an example, let's take a very common port that just about everyone uses every day and that is port number 80. Port 80",34,111,405 401 207
104,Port number 21,34,42,Port number 21,34,42,402 405 207
104,port 80 and 443,34,42,Port numbers from 1024 - 49151,330,342,207 402 405
206,check out our other videos in the cyber security playlist,781,784,you can check out our other videos in the cyber security playlist,779,784,105 203 406
105,a process a design,111,116,any criminal activity or any unauthorized activity,335,339,206 203 102
105,confidentiality integrity and availability triad,211,215,cyber solutions or cyber security expert and you'll be designing and developing security policies structures architectures for various organizations and helping them enhance the security of their infrastructure so let's see what we have talked about during this entire video first what is cyber security and its advantages we have talked about the confidentiality integrity and availability triad,2210,2236,206 207 203
105,any criminal activity or any unauthorized activity,335,339,any criminal activity or any unauthorized activity,335,339,206 203 405
206,Blackheart Ackle,551,554,those people who work as independent Consultants okay guys,761,769,105 102 203
206,Blackheart Ackle,551,554,those people who work as independent Consultants okay guys,761,769,105 102 205
206,orchestrate different types of network and database attacks,542,547,orchestrate different types of network and database attacks,542,547,105 203 102
206,Blackheart Ackle,551,554,those people who work as independent Consultants okay guys,761,769,105 102 207
206,to improve the security of an organization,68,72,orchestrate different types of network and database attacks,542,547,105 102 207
105,ebay yahoo cnn amazon,1106,1109,denial of service attack,911,913,203 104 207
105,chaos financial loss,604,606,the hacker tries to consume the resources of the victim server,913,919,401 107 407
105,the hacker tries to consume the resources of the victim server,913,919,where the hacker tries to consume the resources of the victim server,913,919,104 107 407
105,where a dns can be compromised,1590,1595,cyber crimes we have seen what motivates people to attack other computer systems and steal data from it,2240,2248,402 102 407
105,steal data from it,2246,2248,it becomes technically it becomes a big risk,2137,2140,401 104 402
105,2007,1110,1114,2007 this was where one of the biggest bank hacks had happened swedish bank nadia they recorded at least a million dollars being stolen in three months,1110,1122,206 204 203
105,online bank hijacking,410,414,swedish bank nadia they recorded at least a million dollars being stolen in three months,1114,1122,206 204 203
401,international organization,44,46,international organization for standardization in 1984,44,48,103 407 105
102,intellipaat,22,24,intellipaat in this video i will discuss the software development lifecycle,22,28,105 203 103
105,a macro based virus,1215,1218,a computer assisted crime computer,549,553,406 203 401
105,computer assisted crime computer,549,553,the part where you're going to identify a person authorize that person for some access controls and authenticate that person to ensure that the person is the same person who they claim to be so here you start off with a username,1292,1308,401 402 104
105,rendered the computer useless or sniffing of data packets,432,436,to protect yourself from viruses worms trojans essentially malwares there needs to be a software that need that's installed on your computer that is going to watch out for them you cannot rely on the operating system itself to protect you so there has to be an antivirus which will be scanning the connections that you are making the websites that you will be visiting the files that are getting executed in the background and ensure that everything that is happening is legit installing a firewall on a system or a server a firewall essentially is a software or a hardware that allows or disallows some functionality for example a port to be opened or closed or a service to function on a computer or not function on a computer,1409,1451,204 203 404
105,david smith david smith,1202,1205,an individual employed by an organization,1618,1621,206 207 203
105,spying on the enemies,873,876,you'll be designing and developing security policies structures architectures for various organizations and helping them enhance the security of their infrastructure,2214,2225,206 101 102
204,Amazon S3 and Amazon to the help of which we can easily manage it and for the last data visualization we have the quick Insight now all these are itself it basically is a bigger module,436,449,Amazon EMR Amazon redshift with real process we can easily manage it for data storage we basically have Amazon S3 and Amazon to the help of which we can easily manage it and for the last data visualization we have the quick Insight now all these are itself it basically is a bigger module,429,449,106 203 401
204,Amazon S3 and Amazon,436,439,Amazon EMR Amazon redshift with real process we can easily manage it for data storage we basically have Amazon S3 and Amazon,429,439,203 106 401
203,over thousand job vacancies,384,389,here are a couple of job trends that I collected from LinkedIn top companies like Microsoft IBM Facebook and Google have over thousand job vacancies,376,389,204 106 401
106,represents that knight you could then store your knight structures together in one structure that represents all of the knights,274,282,represents that knight you could then store your knight structures together in one structure that represents all of the knights,274,282,204 407 401
106,allow the programmer to store data of different types together,246,251,structures vary from arrays in that structures allow the programmer to store data of different types together,244,251,407 204 404
106,instances of a class,324,327,object-oriented code many of the classes you create will fit somewhere in the broader class hierarchy,1218,1226,406 407 202
106,a template for an object,327,331,a template for an object,327,331,204 407 207
106,encapsulation abstraction inheritance and polymorphism,449,458,the principle that allows you to derive classes from other classes classes can inherit certain methods and attributes from another class,1079,1090,407 401 207
106,encapsulation abstraction inheritance and polymorphism,449,458,the final of the four main principles comes the end of this video on an introduction to object oriented programming if you enjoyed consider liking and subscribing to null pointer exception,1792,1807,407 406 207
106,polymorphism polymorphism,1375,1379,encapsulation abstraction inheritance and polymorphism,449,458,401 407 207
106,bundling data,467,470,how you should not have classes directly interact with the data stored within other classes,846,852,405 401 407
106,keep in mind abstraction when writing object oriented code as it allows the program to be worked on incrementally,1043,1053,keep in mind abstraction when writing object oriented code as it allows the program to be worked on incrementally,1043,1053,202 101 207
106,access modifiers,1234,1238,encapsulation abstraction,449,454,202 207 407
404,remote access vpns,483,487,these are like remote access vpns,483,487,106 207 104
404,remote access vpns,483,487,remote access vpns you connect to that company's network,483,489,106 207 401
404,reality,508,510,remote access vpns you connect to that company's network before they forward it over to the internet by using these services the idea is that only the vpn provider will see your traffic so not even your isp can see what you're doing now while there are some understandable reasons to use these services please don't get sucked into some of the scare tactics that most of them use the reality,483,510,106 207 104
107,elastic mapreduce,1147,1150,elastic mapreduce and cloud search,1147,1152,204 203 404
107,pay as you go type,121,126,pay as you go type meaning we use less and pay less,121,126,204 203 102
107,cost involved in procuring the hardware and software,175,183,poor due to the cost involved in procuring the hardware and software,175,183,204 203 105
203,predicts the risk of a heart attack,356,359,Google Tracks your search history and recommends ads based on your search history this is one of the coolest applications of data science in fact 35 five percent of Amazon's revenue is generated by product recommendation and the logic behind product recommendation is data science let me tell you another such story Scott Killen never imagined his Apple watch might save his life but that's exactly what happened a few months ago when he had a heart attack in the middle of the night but how could a watch detect a heart attack any guesses well it's data science again Apple used data science to build a watch that monitors an individual's Health this watch collects data such as the person's heart rate sleep cycle breathing rate activity level blood pressure Etc and keeps a record of these measures 24 bar 7. this collected data is then processed and analyzed to build a model that predicts the risk of a heart attack,299,359,105 107 204
203,wait is data enough to grow a business of course,46,52,wait is data enough to grow a business of course it isn't you must know how to use the data to draw useful insights and solve problems,46,58,105 107 204
203,wait is data enough to grow a business,46,52,wait is data enough to grow a business of course it isn't you must know how to use the data to draw useful insights and solve problems,46,58,105 204 107
107,the ability to deliver on-demand computing service over the internet,334,340,the ability to deliver on-demand computing service over the internet,334,340,204 203 101
107,elastic mapreduce and cloud search all right enough of theory,1147,1152,mix of infrastructure as a service is platform as a service pass and package software,805,812,204 203 101
107,deployment models and service model,1424,1430,elastic mapreduce and cloud search all right enough of theory,1147,1152,204 203 101
107,deployment models and service model,1424,1430,how aws is a cloud computing service provider and the benefits of using aws over other providers,1430,1439,204 203 101
107,deployment models and service model,1424,1430,aws you know how aws is a cloud computing service provider and the benefits of using aws over other providers,1430,1439,204 203 202
102,software and hardware,13,15,agile model incremental and iterative models,1086,1091,107 101 401
102,software and hardware,13,15,agile model incremental and iterative models,1086,1091,101 401 203
107,code star and code build and code pipeline,1118,1123,code star and code build and code pipeline,1118,1123,102 204 101
107,cloud computing,1423,1427,public private and hybrid,855,857,204 101 102
107,aws azure and google,617,621,some of the cloud providers who are big players are aws azure and google,613,621,204 101 203
107,aws azure and google,617,621,aws microsoft azure ibm's blue cloud and sun cloud and private cloud,496,505,204 203 101
107,aws ec2 and s3,1444,1448,public private and hybrid,855,857,204 101 203
204,Amazon web services,180,184,a cloud platform cloud service,244,249,107 203 101
204,Big Data,31,34,compute power database storage content delivery and other functionality,184,191,107 203 101
107,object storage in the cloud,52,56,an object storage in the cloud,52,56,204 104 201
107,an object storage in the cloud,52,56,a storage or a repository or a source code control,1340,1347,204 201 203
107,an object storage in the cloud,52,56,a cloud computing service provider,1432,1437,204 101 203
107,aws azure,617,621,aws azure and google,617,621,204 101 203
201,imagine you like your pizza with tomato toppings,276,280,imagine you like your pizza with tomato toppings,276,280,401 101 102
201,netflix or amazon,72,74,netflix or amazon prime,72,74,107 203 206
201,amazon and netflix,785,790,amazon and netflix recommendation engine,785,790,104 101 207
201,they have no idea of who you are,351,354,higher chances that each company including youtube or amazon might have its own recommendation engines or a specific way of generating recommendations,417,428,207 101 102
201,why the recommendation engine is so important later we talked about how it works and various aspects which are taken into consideration in the end we also discuss the amazon and netflix recommendation engine works,774,790,why the recommendation engine is so important later we talked about how it works and various aspects which are taken into consideration in the end we also discuss the amazon and netflix recommendation engine works,774,790,102 101 407
201,higher chances that each company including youtube or amazon might have its own recommendation engines or a specific way of generating recommendations,417,428,people spend most of their time watching netflix or amazon prime the recommendation system is the most potent marketing tool a recommender system is nothing fancy but an automated information filtering system to filter some entities composed of machine learning and ai algorithm which predicts what the customer wants to see these entities can be any possible products such as ads movies tv shows songs and so on which we see on apps like netflix amazon and youtube on every day today the e-commerce space is loaded with information with hundreds of movies and shows released every day a recommendation system helps tackle this challenge and saves customers a lot of time,68,116,103 101 107
201,you have learnt what the recommendation engine is and its functioning,748,754,save valuable time and showcases what interests the user however from a business perspective it helps to understand better what the user wants and might want in the near future,249,262,103 101 107
201,if you like this video don't forget to hit the like button share,790,794,how does the amazon recommendation engine work amazon being a multi-billion dollar estate,628,636,101 103 401
201,we also discuss the amazon and netflix recommendation engine works,785,790,we briefly discussed why the recommendation engine is so important later we talked about how it works and various aspects which are taken into consideration in the end we also discuss the amazon and netflix recommendation engine works,774,790,102 402 101
202,how to efficiently train large complex model in the field of computer science and artificial intelligence. The problem was how to train more robust version of AI system,199,209,how to efficiently train large complex model in the field of computer science and artificial intelligence. The problem was how to train more robust version of AI system while in the case of Neuroscience problem faced by the researchers was how to design operation model of the brain,199,215,204 107 102
201,cold start problem,349,351,if there is someone who understands your choice and recommends something you want to watch well that's today's topic recommendation engine before we start our today's discussion make sure you hit the subscribe button to keep receiving notifications for our master classes interview preparation videos and so much more here's everything you need to know about recommendation engine what is a recommender system in today's digital world where people spend most of their time watching netflix or amazon prime the recommendation system is the most potent marketing tool a recommender system is nothing fancy but an automated information filtering system to filter some entities composed of machine learning and ai algorithm which predicts what the customer wants to see these entities can be any possible products such as ads movies tv shows songs and so on which we see on apps like netflix amazon and youtube on every day today the e-commerce space is loaded with information with hundreds of movies and shows released every day a recommendation system helps tackle this challenge and saves customers a lot of time,42,116,203 101 407
201,what they like or what you like the question is pretty relevant,37,42,watch time videos that have a lot of watch time then engagement and finally topic relevance,375,383,107 402 102
201,collaborative filtering collaborative filtering,445,450,collaborative filtering collaborative filtering,445,450,102 107 203
201,a type of recommendation engine,448,452,questions about what we just discussed you can leave them in the comment section,758,763,406 207 102
201,amazon,469,471,netflix and amazon recommendation engine works it is important to understand the different types of recommendation engines broadly the recommendation engines are divided into two parts collaborative filtering collaborative filtering is a type of recommendation engine which majorly focuses on understanding and analyzing the customer's behavior preferences or activities to suggest reliable product or services you're a large part of information is collected depending on a customer preference to see what the customer might like amazon,435,471,207 204 203
201,machine learning and ai algorithm,83,88,collecting preferences from distinct sources,474,477,102 207 406
201,netflix recommendation engine,787,790,an automated information filtering system,79,83,407 101 401
201,machine learning algorithm,502,506,browser history cart item purchases and likes a significant role before providing recommendations with this we come to the end of our session now that you have learnt what the recommendation engine,739,752,102 205 401
201,recommendation engine,769,771,its functioning we would love to hear your views about the same in the comment section below if you guys have any queries or questions about what we just discussed you can leave them in the comment section and we will get back to you before leaving let's quickly have a summary of what we discussed today we started our today's discussion with the recommendation engine,750,771,203 102 107
201,what they like or what you like the question is pretty relevant,37,42,what they like or what you like the question is pretty relevant,37,42,204 107 102
201,automated information,79,83,automated information filtering system to filter some entities composed of machine learning and ai algorithm,79,88,204 104 207
202,AI,236,239,deep learning come you can also see in the diagram that even deep learning,23,29,203 204 106
202,increase and deep learning is getting more attention,343,345,it's hype as increase and deep learning is getting more attention,341,345,201 203 205
202,it's hype as increase,341,345,it's hype as increase and deep learning is getting more attention,341,345,203 101 205
202,70%,90,93,70% of Enterprise will Implement ai over the next 12 months which is up from 40 percent in 2016 and 51 percent,90,99,203 204 107
202,a bigger picture,479,482,a technique that enables the machine to act like humans by replicating the behavior and nature with AI it is possible for machine to learn from the experience,103,114,203 102 201
202,our Apple series,166,170,our Apple series just playing computer Tesla self-driving car,166,170,203 104 105
202,the largest influence,217,220,It does not reveal white has given that score indeed mathematically,795,799,203 204 107
202,Well Machine learning,236,239,Well Machine learning,236,239,203 401 405
202,a subset of AI,236,239,deep learning starting with machine learning in a typical machine learning approach,675,680,203 204 201
102,customer feedback,939,940,implementation and testing now there are four phases in this model let's take a look at the cycle we have planning risk analysis engineering,814,825,203 401 204
203,improving its efficiency,244,246,deployment and optimization so after testing the model and improving its efficiency,240,246,204 401 107
202,huge amount of data,334,337,its huge amount of data that we feed to these algorithms,334,339,203 201 102
202,natural language processing,173,175,a subset of machine learning so you can say that all three of them the AI the machine learning and deep learning are just the subset of each other,26,36,203 204 201
207,Network address translation,513,519,Network address translation or Nat IP allocation a network address translation is a method of translating one IP address to another while these packets are in transit through a router this improves security,513,529,202 203 401
207,improves security,525,529,when a router communicates with devices outside a local network it tends to mask the internally allocated IP addresses and uses a single public IP address for all the devices this process is called Network address translation or Nat IP allocation a network address translation is a method of translating one IP address to another while these packets are in transit through a router this improves security,501,529,401 405 101
202,they can learn and improve over time when exposed to new data,247,251,algorithms are designed in a way that they can learn and improve over time when exposed to new data,244,251,203 204 102
202,deep learning algorithm needs a large amount of data to understand it perfectly on the other hand the machine learning algorithm can easily work with smaller data set fine,519,531,deep learning algorithm needs a large amount of data to understand it perfectly on the other hand the machine learning algorithm can easily work with smaller data set fine,519,531,203 204 107
102,advanced certification program,1215,1220,an advanced certification program,1215,1220,201 203 202
202,deep learning,675,677,probability Theory. So let's proceed and see what exactly is machine learning. Well Machine learning is a subset of AI which The computer to act and make data-driven decisions to carry out a certain task. These programs are algorithms are designed in a way that they can learn and improve over time when exposed to new data,229,251,203 204 102
202,there's so many parameter in a deep learning algorithm that makes the training longer than usual the training might even last for two weeks or more than that. If you are training completely from the scratch,734,745,there's so many parameter in a deep learning algorithm that makes the training longer than usual the training might even last for two weeks or more than that. If you are training completely from the scratch,734,745,203 204 102
202,difficult and expensive,574,578,difficult and expensive in terms of time and expertise,574,580,203 102 204
203,data from social media,25,27,data from social media to the iot devices we're generating immeasurable amount of data,25,32,202 406 101
203,2019 survey a data science scientist is the most promising job role in the US and it stands at number one on glassdoor's best jobs of 2019,366,379,a notification is immediately sent to the data scientists at Uber who fix the issue this is how Uber predicts the search price for a given location and time the final stage of data science is deployment and optimization,228,244,204 102 401
203,data science,58,61,data science comes in in simple words data science,56,61,204 102 407
203,Uber maximizes the number of rides it can provide,118,122,road in this manner Uber maximizes the number of rides it can provide,115,122,204 107 201
203,understanding the business requirement,130,134,understanding the business requirement,130,134,407 204 102
203,build a dynamic pricing model,136,140,the business requirement is to build a dynamic pricing model,134,140,102 107 204
203,Uber collects data such as the weather historical data holidays time traffic pickup and drop location,145,155,Uber collects data such as the weather historical data holidays time traffic pickup and drop location,145,155,204 401 107
203,increases the complexity,163,165,increases the complexity of the problem,163,165,204 401 102
203,data cleaning,158,160,the person's heart rate sleep cycle breathing rate activity level blood pressure Etc,341,349,204 107 401
203,such data is not needed to analyze Uber search pricing,169,176,such data is not needed to analyze Uber search pricing,169,176,204 207 201
102,linear sequential model,402,404,waterfall model it is also known as linear sequential model,399,404,203 204 401
203,building a machine learning model,193,198,basically includes building a machine learning model,193,198,102 204 107
203,next time happy learning,462,467,customer feed back is received,249,251,204 102 107
203,deployment and optimization,240,244,deployment and optimization,240,244,204 102 401
203,e-commerce platforms like Amazon and Flipkart,260,265,in e-commerce platforms like Amazon and Flipkart,260,265,204 401 102
203,Amazon and Flipkart,262,265,Amazon and Flipkart,262,265,204 102 107
203,statistics expertise in programming languages,414,419,skilled in statistics expertise in programming languages,414,419,204 206 401
203,R and python,417,421,statistics expertise in programming languages like R and python,414,421,204 407 106
203,according to linkedin's March 2019 survey a data science scientist is the most promising job role in the US,364,374,according to linkedin's March 2019 survey a data science scientist is the most promising job role in the US,364,374,204 105 401
203,between a hundred thousand dollars to hundred and eighty two thousand dollars,398,402,the average salary ranges between a hundred thousand dollars to hundred and eighty two thousand dollars,396,402,204 401 104
203,a notification is immediately sent to the data scientists at Uber,228,235,data from social media to the iot devices we're generating immeasurable amount of data consider the cab service provider Uber,25,35,204 401 102
204,collection of data sets so large and complex,47,53,a term for collection of data sets so large and complex,47,53,203 401 102
204,Amazon S3 and Amazon,436,439,structured data relational semi-structured unstructured we have so many types of different data so we have a big requirement we have where we have different type of data as per the different use cases and we have to accumulate and we have to work on that data next is velocity,94,110,203 401 106
203,predicts the risk of a heart attack,356,359,model that predicts the risk of a heart attack,354,359,204 405 401
203,a notification,228,231,a notification is immediately sent to the data scientists at Uber who fix the issue this is how Uber predicts the search price for a given location and time the final stage of data science is deployment and optimization so after testing the model and improving its efficiency it is deployed on all the users at this stage customer feed back is received and if there are any issues they are fixed here so that was the entire data science process now let's look at a few other applications of data science data science is implemented in e-commerce platforms like Amazon and Flipkart it is also the logic behind Netflix's recommendation system now when all actuality data science has made remarkable changes in today's market its applications range from credit card fraud,228,279,401 405 204
204,Amazon web services,180,184,a cloud platform cloud service,244,249,107 203 101
204,Big Data,31,34,compute power database storage content delivery,184,189,107 101 203
