Predicted_Video_ID,BestAnswer,BestAnswer_start,BestAnswer_end,LongAnswer,LongAnswer_start,LongAnswer_end,Related_Video_IDs
102,project development testing deployment and maintenance,168,175,firstly we have planning and requirement analysis then we have specifying the needs following which we have creating or designing the software then project development testing deployment and maintenance,159,175,407 402 205
102,project development testing deployment and maintenance,168,175,firstly we have planning and requirement analysis then we have specifying the needs following which we have creating or designing the software then project development testing deployment and maintenance,159,175,407 205 105
102,all necessary data is acquired and analyzed,566,570,all necessary data is acquired and analyzed in this step examining the specifications is one of the verification activities,566,574,204 201 401
102,development steps involved,159,161,the development steps involved,156,161,204 406 201
102,planning and requirement analysis,161,164,first requirements are gathered and analyzed,415,420,407 105 206
102,planning and requirement analysis,161,164,first requirements are gathered and analyzed,415,420,107 407 203
102,designing,812,814,creating or designing the software then project development testing deployment and maintenance,166,175,407 205 402
102,seven,380,382,there are seven,380,382,401 407 201
102,there are seven and first one is waterfall model then we have v-shaped prototype spiral iterative incremental big bang and lastly the agile model,380,393,there are seven and first one is waterfall model then we have v-shaped prototype spiral iterative incremental big bang and lastly the agile model,380,393,401 107 201
102,it gives you more freedom to adjust to the changes,1143,1149,flaws are discovered considerably earlier during prototype models develop costs and time are reduced a change in requirement a missing feature or a lack of functionality can all be found during the assessment process,751,768,107 101 401
102,the customer can alter the requirements for the finished product because they're involved in every stage of the process,777,786,the customer can alter the requirements for the finished product because they're involved in every stage of the process which makes the scope more difficult and could extend the time it takes to deliver the product,777,790,107 401 101
102,in the customer's environment,651,655,in the customer's environment,651,655,405 207 407
102,carried out in the customer's environment and is connected to the requirement analysis process,651,658,is carried out in the customer's environment and is connected to the requirement analysis process,651,658,402 405 407
102,has no established process,1029,1034,the big bang model has no established process,1029,1034,204 203 401
102,linear sequential model,402,404,incremental and iterative models are combined to create the agile paradigm,1089,1094,203 401 204
103,the guest OS for each container has been eliminated,61,67,the guest OS for each container has been eliminated,61,67,101 407 104
103,the guest OS for each container has been eliminated,61,67,the guest OS for each container has been eliminated,61,67,202 101 407
103,provides the same functionality,67,73,guest OS for each container has been eliminated docker is inherently more lightweight but provides the same functionality,61,73,101 107 104
103,the dock environment is just inherently smaller,136,142,when you don't have to include the guest Oh you're eliminating a significant amount of space and the dock environment is just inherently smaller,129,142,101 107 202
103,let's step through some of the pros and cons of a virtual machine versus docker,73,78,let's step through some of the pros and cons of a virtual machine versus docker so first of all a virtual machine occupies a lot more memory space on the host machine in contrast docker occupies significantly less memory space,73,91,101 107 205
103,a collaboration between the development team the operation team,170,174,a collaboration between the development team the operation team allowing you to continuously deliver solutions and applications and services that both delight and improve the efficiency of your customers,170,183,102 407 106
103,DevOps tools,156,158,DevOps tools,156,158,102 104 204
103,GIT and Jira,220,222,tools like GIT and Jira,220,222,102 104 106
102,bug logging,461,463,the defect tracking tool bug logging,457,463,103 205 104
103,nagios,238,242,nagios is used to monitor the entire environment,238,244,102 104 204
103,a tool which is used to automate the deployment applications in a lightweight container,247,254,docker is a tool which is used to automate the deployment applications in a lightweight container,244,254,101 104 201
103,to automate the deployment applications in a lightweight container,247,254,to automate the deployment applications in a lightweight container so the application can work efficiently in different environments,247,257,104 101 107
103,a standalone executable package,590,595,a software package that consists of all the dependencies required to run the application,259,265,101 104 402
103,client-server relationship,399,402,docker has a client-server relationship,397,402,101 407 401
103,guest OS for each container has been eliminated,61,67,the guest OS for each container has been eliminated,61,67,101 407 104
103,using a file called the docker file,547,551,using a file called the docker file,547,551,101 104 407
103,using a file called the docker file,547,551,docker file creates a docker image that's using the build commands,812,817,101 104 407
103,a standalone executable package,590,595,a software package that consists of all the dependencies required to run the application,259,265,101 104 107
103,through simple pull and push commands,733,737,through simple pull and push commands that you run through terminal window,733,739,104 101 202
103,pull and push commands,733,737,pull and push commands that you run through terminal window,733,739,101 104 207
104,a logical connection that is used by programs and services to exchange information.,7,13,it's a logical connection that is used by programs and services to exchange information.,7,13,402 103 405
104,a logical connection that is used by programs and services to exchange information.,7,13,a logical connection that is used by programs and services to exchange information.,7,13,207 405 401
104,which program or service on a computer or server that is going to be used.,13,20,It specifically determines which program or service on a computer or server that is going to be used.,13,20,207 405 103
104,0 - 65535.,302,309,port numbers range from 0 - 65535.,302,309,207 405 402
104,port 80 and 443,34,42,port 80 and 443,34,42,402 207 405
104,port 80 and 443,34,42,"port number 80 that's being used for this connection because as I said before, port 80",231,244,402 207 405
104,a command line tool that is used to display the current network connections and port activity on your computer.,187,199,it's a command line tool that is used to display the current network connections and port activity on your computer.,187,199,405 207 401
104,"display the current network connections and port activity on your computer.  Nestat is available on various operating systems, but in my example I'm going to be working on a Windows computer.  So at a command prompt you type in netstat and then we're going to also use a -n sub command so we can see the actual port number",193,218,"display the current network connections and port activity on your computer.  Nestat is available on various operating systems, but in my example I'm going to be working on a Windows computer.  So at a command prompt you type in netstat and then we're going to also use a -n sub command so we can see the actual port number",193,218,405 207 205
104,a standard protocol that is used to transfer files between computers and servers over a network,251,264,a standard protocol that is used to transfer files between computers and servers over a network and it uses port number 21.,251,264,402 405 207
104,Port number 21,34,42,"80 that's being used for this connection because as I said before, port 80 is used for web pages. Now let's say on the same exact server Google is running an FTP service where clients can transfer files.  FTP is a standard protocol that is used to transfer files between computers and servers over a network and it uses port number 21.",231,264,405 401 207
104,Port number 21,34,42,port number 21.,257,264,402 405 207
104,Port numbers from 1024 - 49151,330,342,Port numbers from 1024 - 49151 are called user or registered ports.,330,348,207 402 405
206,any hacker with malicious intent can find them,76,82,hacks into an organization with the owner's permission to find out vulnerabilities before any hacker with malicious intent can find them,72,82,105 203 406
105,it's all about securing a computer,1279,1281,it's all about securing a computer,1279,1281,206 203 102
105,confidentiality integrity and availability triad,211,215,the confidentiality integrity and availability triad,2233,2236,206 207 203
105,any criminal activity or any unauthorized activity that would involve the usage of any computing device,335,342,any criminal activity or any unauthorized activity that would involve the usage of any computing device which would result as a security incident at the victim's end,335,346,206 203 405
206,Blackheart Hackle,259,262,Blackheart Hackle ethical hackers,259,262,105 102 203
206,Blackheart Hackle,259,262,found experience in an ethical hacking career you'll be starting from carefully curated content which is strictly aligned to ceh V10 above that you'll also have a lifetime access to this content so not only are you learning from the right people but also from the right content as well now let me just mention that technical knowledge aside an ethical hacker must be a creative thinker ethical hackers have to predict and prevent cracking activities and this requires an out of the box approach for solutions to General problems as you have to stay one step ahead of a Blackheart Hackle,224,262,105 102 205
206,Blackheart Hackle,259,262,predict and prevent cracking activities and this requires an out of the box approach for solutions to General problems as you have to stay one step ahead of a Blackheart Hackle,249,262,105 203 102
206,Blackheart Hackle,259,262,ethical hacking career you'll be starting from carefully curated content which is strictly aligned to ceh V10 above that you'll also have a lifetime access to this content so not only are you learning from the right people but also from the right content as well now let me just mention that technical knowledge aside an ethical hacker must be a creative thinker ethical hackers have to predict and prevent cracking activities and this requires an out of the box approach for solutions to General problems as you have to stay one step ahead of a Blackheart Hackle,226,262,105 102 207
206,to improve the security of an organization,68,72,a computer security specialist who works to improve the security of an organization,66,72,105 102 207
105,denial of service attack,911,913,a denial of service attack,911,913,203 104 207
105,where the hacker tries to consume the resources of the victim server in such a way that there are no resources available for legitimate users to connect to the server and conduct their business,913,926,this is where the hacker tries to consume the resources of the victim server in such a way that there are no resources available for legitimate users to connect to the server and conduct their business,913,926,401 107 407
105,the hacker tries to consume the resources of the victim server in such a way that there are no resources available for legitimate users to connect to the server and conduct their business,913,926,where the hacker tries to consume the resources of the victim server in such a way that there are no resources available for legitimate users to connect to the server and conduct their business,913,926,104 107 407
105,viruses worms trojans,1412,1415,viruses worms trojans essentially malwares there needs to be a software that need that's installed on your computer that is going to watch out for them you cannot rely on the operating system itself to protect you so there has to be an antivirus which will be scanning the connections that you are making the websites that you will be visiting the files that are getting executed in the background and ensure that everything that is happening is legit installing a firewall on a system or a server a firewall essentially is a software or a hardware that allows or disallows some functionality for example a port to be opened or closed or a service to function on a computer or not function on a computer thus what you're trying to do here by disabling unwanted services is you're limiting the threat landscape that you're creating for your computer if a service doesn't exist on your computer it cannot be hacked so the essence here is first identify which ports you'll be using which services you will be using and then create a policy on the firewall to ensure that only required ports and services are running no phishing,1412,1478,402 102 407
105,cryptography,1020,1022,sql injection attacks where again attackers will target your database try to send in malicious queries which will compromise your database and the data within birthday attacks it is based uh on cryptography,1007,1022,401 104 402
105,2007,1110,1114,in 2001 cyber criminals launched attacks against ebay yahoo cnn amazon and other organizations 2007,1103,1114,206 204 203
105,they recorded at least a million dollars being stolen,1116,1122,they recorded at least a million dollars being stolen,1116,1122,206 204 203
401,10,428,429,10 mbps now we are downloading a file from the server but server starts sending data at 50,428,436,103 407 105
102,testing,326,328,any change in the requirement can be easily done and would not cost as there is a scope of incorporating the new requirement in the next iteration,999,1008,105 203 103
105,a macro based virus,1215,1218,one of the most dynamic viruses known around march 1999 that's when this happened this virus was released and this was a macro based virus,1208,1218,406 203 401
105,the part where you're going to identify a person authorize that person for some access controls,1292,1299,the part where you're going to identify a person authorize that person for some access controls and authenticate that person to ensure that the person is the same person who they claim to be,1292,1304,401 402 104
105,to protect yourself from viruses worms trojans essentially malwares there needs to be a software that need that's installed on your computer that is going to watch out for them you cannot rely on the operating system itself to protect you so there has to be an antivirus which will be scanning the connections that you are making the websites that you will be visiting,1409,1430,to protect yourself from viruses worms trojans essentially malwares there needs to be a software that need that's installed on your computer that is going to watch out for them you cannot rely on the operating system itself to protect you so there has to be an antivirus which will be scanning the connections that you are making the websites that you will be visiting the files that are getting executed in the background and ensure that everything that is happening is legit,1409,1436,204 203 404
105,who is a cyber security expert,96,101,quinn who is following his daily routine working on his computer trying to crunch the numbers work his data through but in the background without his knowledge there is a hacker who is trying to access the confidential files located on quinn's computer through a vulnerability the hacker is able to access those files and he or she then transfers those files back to the hacker's computer so what can happen due to this legal ramifications to the business loss of company secrets leakage of information uh maybe industrial espionage which basically means a competitor is trying to analyze a company a company's secrets and trying to gain access to their data or they could hold the company for ransom and ask them for money or sell it to criminals who can further dilute the information or misuse that information for the criminal activities anything is possible so it's a very bad scenario if a hacker gets access to the company secrets so what is it that we're going to discuss in this video to start off with we're going to talk about what is cyber security then we are going to talk about why cyber security is necessary in today's world how does it work who is a cyber security expert,25,101,206 207 203
105,to identify potential flaws,1625,1629,to identify potential flaws identify what threats the organization faces and then streamline or create or design or architect methodology which is going to protect all the assets,1625,1639,206 101 102
204,structured data relational semi-structured unstructured,94,97,structured data relational semi-structured unstructured we have so many types of different data so we have a big requirement we have where we have different type of data as per the different use cases and we have to accumulate and we have to work on that data next is velocity so what is it basically it means that like we require there are some special cases of data that we need in real time like we can't even expect a delay of that single second so like for example in every 60 seconds we have more than 100 000 plus tweets which is getting available in every 60 seconds we have 1800 TB of data which is being stored so we need them need a solution which can be very fast like the moment you're going to hit that data is stored updated and the result is being presented to you so we need a basically a very super fast way that's something we manage uh here with the help of velocity,94,143,106 203 401
204,structured data relational semi-structured unstructured,94,97,structured data relational semi-structured unstructured we have so many types of different data so we have a big requirement we have where we have different type of data as per the different use cases and we have to accumulate and we have to work on that data next is velocity so what is it basically it means that like we require there are some special cases of data that we need in real time like we can't even expect a delay of that single second so like for example in every 60 seconds we have more than 100 000 plus tweets which is getting available in every 60 seconds we have 1800 TB of data which is being stored so we need them need a solution which can be very fast like the moment you're going to hit that data is stored updated and the result is being presented to you so we need a basically a very super fast way that's something we manage uh here with the help of velocity,94,143,203 106 401
203,increases the complexity of the problem,163,165,increases the complexity of the problem an example is Uber might collect information like the location of restaurants and cafes nearby now such data is not needed to analyze Uber search pricing therefore such data has to be removed at this step data cleaning is followed by data exploration and Analysis the data exploration stage is like the brain storming of data analysis this is where you understand the patterns in your data this is followed by data modeling the data modeling stage basically includes building a machine learning model that predicts the Uber search at a given time and location this model is built by using all the insights and Trends collected in the exploration stage the model is trained by feeding a thousands of customer records so that it can learn to predict the outcome more precisely next is the data validation,163,214,204 106 401
106,the precursor to the object,289,295,structures allow the programmer to store data of different types together for instance whereas an array would allow you to store only int or only strings using a structure you could store int and strings together along with other data types a structure can even store other structures within it a structure can be very useful in the earlier chess example because you could store all of the useful pieces of data related to the knight in one structure that represents that knight you could then store your knight structures together in one structure that represents all of the knights and so on the structure allowed such grouping to take place beyond what arrays were capable of the structure is in many ways the precursor to the object,246,295,204 407 401
106,structures allow the programmer to store data of different types together,246,251,structures allow the programmer to store data of different types together,246,251,407 204 404
106,instances of a class,324,327,instances of a class and a class is basically a template for an object,324,331,406 407 202
106,a template for an object,327,331,a class is basically a template for an object,327,331,204 407 207
106,four main principles,12,16,encapsulation abstraction inheritance and polymorphism,449,458,407 401 207
106,encapsulation abstraction inheritance and polymorphism,449,458,encapsulation abstraction inheritance and polymorphism this next section is going to be focusing on the first of the four main principles of object-oriented programming encapsulation,449,467,407 406 207
106,encapsulation abstraction inheritance and polymorphism,449,458,encapsulation abstraction inheritance and polymorphism this next section is going to be focusing on the first of the four main principles of object-oriented programming encapsulation,449,467,401 407 207
106,a vital component of object-oriented programming,752,756,a vital component of object-oriented programming that allows the programmer to maintain control of their data,752,759,405 401 407
106,only showing essential details and hiding everything else,776,782,the idea of only showing essential details and hiding everything else,776,782,202 101 207
106,access modifiers,1234,1238,access modifiers that change which classes access which attributes methods or even classes as a whole,1234,1243,202 207 407
404,vpn header,271,274,vpn header and trailer,271,278,106 207 104
404,vpn header,271,274,vpn header and trailer,271,278,106 207 401
404,full tunnel,431,433,full tunnel means that once connected to the vpn all traffic from the host will be forwarded to the corporate network even if you're just browsing facebook this will all be tunneled through the corporate network this is great if you want to enforce your corporate firewall policies now a split tunnel,431,449,106 207 104
107,we use less and pay less and we use more and we pay less per unit,124,129,we use less and pay less and we use more and we pay less per unit on the other hand in on premises we can't expect that we pay everything upfront and there is an additional operating cost,124,139,204 203 404
107,pay as you go type,121,126,pay-as-you-go basis,340,343,204 203 102
107,poor,175,178,poor due to the cost involved in procuring the hardware and software to provide the security but in the cloud the security standards are high due to the investments the providers have done to secure the data,175,190,204 203 105
203,because Monday mornings are peak hours,85,89,because Monday mornings are peak hours and everyone is rushing off to work,85,92,105 107 204
203,because Monday mornings are peak hours,85,89,obviously because Monday mornings are peak hours,85,89,105 107 204
203,because Monday mornings are peak hours,85,89,Google Tracks your search history and recommends ads based on your search history this is one of the coolest applications of data science in fact 35 five percent of Amazon's revenue is generated by product recommendation and the logic behind product recommendation is data science let me tell you another such story Scott Killen never imagined his Apple watch might save his life but that's exactly what happened a few months ago when he had a heart attack in the middle of the night but how could a watch detect a heart attack any guesses well it's data science again Apple used data science to build a watch that monitors an individual's Health this watch collects data such as the person's heart rate sleep cycle breathing rate activity level blood pressure Etc and keeps a record of these measures 24 bar 7.,299,354,105 204 107
107,the ability to deliver on-demand computing service over the internet and that too on a pay-as-you-go basis,334,343,the ability to deliver on-demand computing service over the internet and that too on a pay-as-you-go basis,334,343,204 203 101
107,deployment models and service model,1424,1430,based on deployment models and service model,1424,1430,204 203 101
107,deployment models and service model,1424,1430,based on deployment models and service model,1424,1430,204 203 101
107,deployment models and service model,1424,1430,based on deployment models and service model,1424,1430,204 203 101
107,deployment models and service model,1424,1430,deployment models and service model,1424,1430,204 203 202
102,big bang model,1027,1029,seven and first one is waterfall model then we have v-shaped prototype spiral iterative incremental big bang and lastly the agile model,380,393,107 101 401
102,waterfall model then we have v-shaped prototype spiral iterative incremental big bang and lastly the agile model,382,393,there are seven and first one is waterfall model then we have v-shaped prototype spiral iterative incremental big bang and lastly the agile model,380,393,101 401 203
107,deployment models and service model,1424,1430,the types of cloud computing based on deployment models and service model,1423,1430,102 204 101
107,public private and hybrid,855,857,public private and hybrid cloud delivery models,855,860,204 101 102
107,let's talk about the different cloud providers,795,799,aws microsoft azure ibm's blue cloud and sun cloud and private cloud,496,505,204 101 203
107,aws azure and google,617,621,some of the major players as cloud providers are aws microsoft azure ibm's blue cloud and sun cloud and private cloud,494,505,204 203 101
107,infrastructure as a service iaas or platform as a service paas or software as a service saas,552,561,we can categorize them as infrastructure as a service iaas or platform as a service paas or software as a service saas,549,561,204 101 203
204,a cloud platform cloud service which is given by Azure now we have the cloud service which is given by Microsoft which is known as Microsoft Azure which is basically the cloud service from Microsoft Azure likewise AWS is the name of a cloud service from Amazon,244,261,a cloud platform cloud service which is given by Azure now we have the cloud service which is given by Microsoft which is known as Microsoft Azure which is basically the cloud service from Microsoft Azure likewise AWS is the name of a cloud service from Amazon,244,261,107 203 101
204,compute power database storage content delivery and other functionality to help business scale and grow,184,193,AWS is a secure Cloud platform offering compute power database storage content delivery and other functionality to help business scale and grow,180,193,107 203 101
107,we can store and retrieve any amount of data at any time on the web,1211,1217,we can store and retrieve any amount of data at any time on the web,1211,1217,204 104 201
107,a simple storage service provided by aws,1202,1209,a simple storage service provided by aws and about s3 he explains further saying that using amazon s3 we can store and retrieve any amount of data at any time on the web,1202,1217,204 201 203
107,a simple storage service provided by aws,1202,1209,a simple storage service provided by aws,1202,1209,204 101 203
107,google cloud platform,871,873,google cloud platform,871,873,204 101 203
201,an automated information filtering system,79,83,an automated information filtering system to filter some entities composed of machine learning and ai algorithm,79,88,401 101 102
201,recommendation system,74,76,recommendation engine before we start our today's discussion make sure you hit the subscribe button to keep receiving notifications for our master classes interview preparation videos and so much more here's everything you need to know about recommendation engine what is a recommender system in today's digital world where people spend most of their time watching netflix or amazon prime the recommendation system,48,76,107 203 206
201,businesses,197,200,any possible products such as ads movies tv shows songs and so on,91,99,104 101 207
201,information overload problem,235,239,it's hard to please everyone at the right time with the right content,539,543,207 101 102
201,why the recommender system is built without any further ado let's see why this is important imagine what if you are left on netflix between tons of movies to find your favorite one or on youtube to find which song you like the most it will be a brainstorming session that's exactly why recommendation engine is important businesses are showing us recommendation and relevant content for a couple of reasons for one most companies think they understand their customer,175,207,recommendation system it is important to understand why the recommender system is built without any further ado let's see why this is important imagine what if you are left on netflix between tons of movies to find your favorite one or on youtube to find which song you like the most it will be a brainstorming session that's exactly why recommendation engine is important businesses are showing us recommendation and relevant content for a couple of reasons for one most companies think they understand their customer,173,207,102 101 407
201,helps save valuable time and showcases what interests the user,249,255,recommender system helps save valuable time and showcases what interests the user,249,255,103 101 107
201,it helps to understand better what the user wants and might want in the near future,255,262,it helps to understand better what the user wants and might want in the near future,255,262,103 101 107
201,it will either ask you what you preferred or see what kind of content you are regularly watching,296,302,automated information filtering system to filter some entities composed of machine learning and ai algorithm,79,88,101 103 401
201,it will either ask you what you preferred or see what kind of content you are regularly watching,296,302,it will either ask you what you preferred or see what kind of content you are regularly watching,296,302,102 402 101
202,Arts.,749,752,"two weeks or more than that. If you are training completely from the scratch, whereas in the case of machine learning it relatively takes much less time to train ranging from a few weeks to few Arts.",740,752,204 107 102
201,cold start problem,349,351,the cold start problem,349,351,203 101 407
201,watch time videos that have a lot of watch time then engagement and finally topic relevance,375,383,watch time videos that have a lot of watch time then engagement and finally topic relevance,375,383,107 402 102
201,collaborative filtering collaborative filtering,445,450,collaborative filtering collaborative filtering,445,450,102 107 203
201,the visitors choices are compared to each other and based upon that they are recommended the most suitable product user based filtering,724,736,the visitors choices are compared to each other and based upon that they are recommended the most suitable product user based filtering,724,736,406 207 102
201,amazon,469,471,amazon might have its own recommendation engines or a specific way of generating recommendations as one company's method of recommendation might not apply to another company or all what are the different types of recommendation engine before understanding how the netflix and amazon recommendation engine works it is important to understand the different types of recommendation engines broadly the recommendation engines are divided into two parts collaborative filtering collaborative filtering is a type of recommendation engine which majorly focuses on understanding and analyzing the customer's behavior preferences or activities to suggest reliable product or services you're a large part of information is collected depending on a customer preference to see what the customer might like amazon,419,471,207 204 203
201,the visitors choices are compared to each other and based upon that they are recommended the most suitable product user based filtering,724,736,non-probabilistic algorithm user based nearest neighbor item-based nearest neighbor reducing dimensionality next up probabilistic algorithm,478,491,102 207 406
201,if you like a particular product you will like the similar products too,497,504,deals with the idea of if you like a particular product you will like the similar products too,497,504,407 101 401
201,machine learning algorithm,502,506,the machine learning algorithm,502,506,102 205 401
201,recommendation engine enters here is the science behind netflix,543,549,recommendation engine enters here is the science behind netflix whenever you click on the netflix tab the recommendation system gets ready to direct you to the right source of information,543,557,203 102 107
201,events rating and filtering,661,664,the choice you make on amazon are based upon three significant factors including events rating and filtering,656,664,204 107 102
201,collaborative user-based and hybrid approach,717,722,collaborative user-based and hybrid approach,717,722,204 104 207
202,deep learning,26,29,deep learning structures algorithms in layers to create artificial neural network that can learn and make Intelligent Decisions on their own finally deep learning,843,855,203 204 106
202,"earlier we had very small amount of data the data we had Was not enough to predict the accurate result,",54,62,"earlier we had very small amount of data the data we had Was not enough to predict the accurate result,",54,62,201 203 205
202,"we had very small amount of data the data we had Was not enough to predict the accurate result,",54,62,"earlier we had very small amount of data the data we had Was not enough to predict the accurate result,",54,62,203 101 205
202,70%,90,93,70% of Enterprise will Implement ai over the next 12 months which is up from 40 percent,90,99,203 204 107
202,artificial intelligence is a broader umbrella,18,21,it's nothing but a technique that enables the machine to act like humans,103,108,203 102 201
202,our Apple series,166,170,our Apple series just playing computer Tesla self-driving car and many more,166,173,203 104 105
202,Statistics. The problem was how to efficiently train large complex model in the field of computer science and artificial intelligence.,195,205,Statistics. The problem was how to efficiently train large complex model in the field of computer science and artificial intelligence. The problem was how to train more robust version of AI system while in the case of Neuroscience problem faced by the researchers was how to design operation model of the brain.,195,215,203 204 107
202,Machine learning,236,239,Machine learning,236,239,203 401 405
202,the next evolution of machine learning.,496,498,the next evolution of machine learning.,496,498,203 204 201
102,deliverables are well specified,490,494,deliverables are well specified which prevents complexity and makes the project simple to manage,490,497,203 401 204
203,activate search pricing to get more drivers on the road,113,118,activate search pricing to get more drivers on the road in this manner Uber maximizes the number of rides it can provide and hence benefit from this Uber search pricing algorithm uses data science let's see how a data science process always begins with understanding the business requirement or the problem you're trying to solve in this case the business requirement is to build a dynamic pricing model that takes effect when a lot of people in the same area are requesting rides at the same time this is followed by data collection Uber collects data such as the weather historical data holidays time traffic pickup and drop location and it keeps a track of all of this the next stage is data cleaning well sometimes unnecessary data is collected such data only increases the complexity of the problem,113,165,204 401 107
202,huge amount of data,334,337,its huge amount of data,334,337,203 201 102
202,a subset of machine learning,26,29,the next evolution of machine learning.,496,498,203 204 201
207,allowed rule,597,602,Auto receive some particular information that must be transmitted to a local device in the network it checks the internal routing tables to determine the correct internal IP address and the correct destination to send the external leadership data to but let's see a device on external network or a wide area network wants to communicate it directly with a device from the local network this cannot be allowed since this can be a very big security risk for devices in a secure environment all of this m3m exit rule creation and handling can be taken care of by a firewall a firewall is a type of network security device that analyzes the incoming and outgoing networking traffic and allows organized data packets depending on a set of security rules its objective is to provide a barrier between your local network and external jackets such as the internet the most common sort of firewall which are packed at filtering firewalls check packets and prevent them from getting through if they do not maintain established security rule set this sort of firewall examines the packet's destination and Source IP addresses if the packet fits an allowed rule,532,602,202 203 401
