Predicted_Video_ID,BestAnswer,BestAnswer_start,BestAnswer_end,LongAnswer,LongAnswer_start,LongAnswer_end,Related_Video_IDs
101,targets,307,309,"a collection of users, groups and projects.",138,143,105 404 103
101,Role assignments are granted or revoked and may be inherited between groups and users and domains and projects,264,274,Authenticate the user and retrieve a service catalog based on the user's 's permission on a scope or project The user section. Identifies that incoming users should have domain information,851,870,105 502 205
101,unique per cloud and the payload contains data about the user,362,368,a payload. The idea of a token is guaranteed to be unique per cloud and the payload contains data about the user,357,368,501 302 503
101,upon successful authentication,342,348,A user receives this token upon successful authentication,342,348,302 402 403
101,less coded than its password counterpart,943,949,The payload of the post request is less coded than its password counterpart,938,949,201 103 104
101,data about the user,365,368,contains data about the user,365,368,501 303 103
105,"where what good is there, where what data is there in a virtual fashion, not in a real fashion",517,525,"where what good is there, where what data is there in a virtual fashion, not in a real fashion",517,525,103 403 302
403,metadata,78,80,"metadata. Of all the nodes, the partitions and the key values within those partitions",78,86,103 101 105
101,public URL,407,412,public URL which may be the same. What do you mean by identity? The identity service in Keystone provides the actors identities in the cloud,407,426,202 103 302
101,"SQL, LDAP, and Federated identity providers",433,439,"SQL, LDAP, and Federated identity providers. Let us understand SQL",433,443,202 103 205
101,easy to set up and secondly management of users and groups,489,496,It leverages existing infrastructure and software to authenticate users and retrieves information about users,759,767,202 404 501
101,"The disadvantages are the service accounts should be stored somewhere and the LDAP admin may not want these accounts in LDAP. Keystone still sees user passwords since the passwords are in the authentication request. Please don't forward these requests. But ideally, Keystone does not want to see a user's 's password at all What do we mean by multiple backends? Keystone supports multiple identity backends. The impact is. Our deployment may have an identity source per Keystone domain. The default domain is an SQL back end which is used to host service accounts. Service accounts are the accounts that the different. OpenStack services used to interact with Keystone. Additional LDAP backends may be hosted in their own domain. EDP is restricted to be used only for employee information. So in case of a company merger or different departments having different LDP's, 's the same enterprise can still be represented The advantages of LDAP are. ADAP simultaneously supports multiple ldap's 's for various user accounts and SQL backends for service accounts It leverages existing identity LDAP. The disadvantages are it is complex to set up",585,698,"The disadvantages are the service accounts should be stored somewhere and the LDAP admin may not want these accounts in LDAP. Keystone still sees user passwords since the passwords are in the authentication request. Please don't forward these requests. But ideally, Keystone does not want to see a user's 's password at all What do we mean by multiple backends? Keystone supports multiple identity backends. The impact is. Our deployment may have an identity source per Keystone domain. The default domain is an SQL back end which is used to host service accounts. Service accounts are the accounts that the different. OpenStack services used to interact with Keystone. Additional LDAP backends may be hosted in their own domain. EDP is restricted to be used only for employee information. So in case of a company merger or different departments having different LDP's, 's the same enterprise can still be represented The advantages of LDAP are. ADAP simultaneously supports multiple ldap's 's for various user accounts and SQL backends for service accounts It leverages existing identity LDAP. The disadvantages are it is complex to set up",585,698,404 202 502
101,identity,417,420,An entity provider is a source for identifiers,727,736,104 402 404
101,There is no need to maintain copies of user accounts,574,580,It leverages existing infrastructure and software to authenticate users and retrieves information about users,759,767,501 104 202
101,complex setup of identity resources,790,795,"service accounts should be stored somewhere and the LDAP admin may not want these accounts in LDAP. Keystone still sees user passwords since the passwords are in the authentication request. Please don't forward these requests. But ideally, Keystone does not want to see a user's 's password at all What do we mean by multiple backends? Keystone supports multiple identity backends. The impact is. Our deployment may have an identity source per Keystone domain. The default domain is an SQL back end which is used to host service accounts. Service accounts are the accounts that the different. OpenStack services used to interact with Keystone. Additional LDAP backends may be hosted in their own domain. EDP is restricted to be used only for employee information. So in case of a company merger or different departments having different LDP's, 's the same enterprise can still be represented The advantages of LDAP are. ADAP simultaneously supports multiple ldap's 's for various user accounts and SQL backends for service accounts It leverages existing identity LDAP. The disadvantages are it is complex to set up",588,698,502 104 501
101,"LDAP, AD and MongoDB",739,744,esql. The pink portions indicate backends that are usually LDAP or SQL,1041,1049,103 405 503
101,trusted identity providers,714,719,trusted identity providers. These users are not stored in Keystone and are treated as ephemeral,714,724,404 503 202
101,easy to set up and secondly management of users and groups,489,496,It leverages existing infrastructure and software to authenticate users and retrieves information about users,759,767,104 503 502
101,"Google, Facebook and Twitter. Essentially the LDAP provider approach has a lot of advantages and few disadvantages",744,756,"An entity provider is a source for identifiers which refer to software that is backed by various backends such as LDAP, AD and MongoDB, or social logins such as Google, Facebook and Twitter. Essentially the LDAP provider approach has a lot of advantages and few disadvantages",727,756,401 504 503
101,supplying a password or by using a token,808,813,username and password users must remember. ADAP what do we mean by LDAP? Keystone also has the option to retrieve and store the actors in lightweight directory access protocol. Keystone accesses the LDAP like any other application that uses the LDAP. The settings for connecting to the LDAP are specified in the keystones configuration file. The options include whether Keystone is able to write to LDAP or read the LDAP file,530,572,404 503 102
101,"The scope section is optional, but is used. Since without a scope, a user will be unable to retrieve a service catalog",889,900,"There are other Keystone services, however these are the only commonly used ones which we have discussed. With this we come to the end of this session on discussion on authentication. And I hope you enjoyed the session. Thank you so much, one and all",1058,1077,404 501 403
101,a user will be unable to retrieve a service catalog,895,900,"Since without a scope, a user will be unable to retrieve a service catalog. The scope indicates the project the user wishes to work against. If a user does not have a role on that project, the request will be rejected. The scope section must have enough information about the project",895,918,404 202 204
101,role based access control that is an RBAC policy that is enforced on each public API endpoint,973,984,role based access control that is an RBAC policy that is enforced on each public API endpoint,973,984,305 405 105
101,responsible for generating these tokens,339,341,Managing access and authorizing the APIs a user can use is one of the key reasons Keystone is essential to OpenStack. Keystones approach to this problem is to create a role based access control that is an RBAC policy that is enforced on each public API endpoint,959,984,202 503 102
204,"the process of identifying, assessing. Controlling and monitoring the threats that could occur",235,243,"the process of identifying, assessing. Controlling and monitoring the threats that could occur",235,243,202 101 404
101,Openstax identity API,66,69,to create a role based access control that is an RBAC policy that is enforced on each public API endpoint,973,984,202 102 204
504,virtualizing storage,2008,2010,"virtualizing storage. And as I mentioned, the whole idea here being that. Availability. And throughput are the performance. Which is measured as throughput, meaning the rate at which the IO operations are performed. So keeping that in mind, there are different techniques and technologies that are available. To. Store the data",2008,2038,103 402 403
101,backends that are usually esql,1038,1044,backends that are usually esql. The pink portions indicate backends that are usually LDAP or SQL,1038,1049,405 202 503
105,trust and security,151,154,trust and security among different organizations with no centralized organization controlling the trust and security model,151,159,501 301 504
102,simple architecture and the API,36,41,comprises only of metadata information and does not store any big data sets,300,305,403 402 301
102,Yahoo,50,53,The framework was originally built at Yahoo,47,53,403 105 405
102,accessing their applications in an easy and robust manner,50,55,Yahoo for accessing their applications in an easy and robust manner,50,55,403 501 105
102,to track the status of. Distributed data,64,69,to track the status of. Distributed data and thus Apache Zookeeper is an open source distributed coordination service that helps to manage a large set of host,64,78,403 402 501
102,an open source distributed coordination service that helps to manage a large set of host,69,78,an open source distributed coordination service that helps to manage a large set of host,69,78,403 402 503
102,metadata information and does not store any big data sets,300,305,comprises only of metadata information and does not store any big data sets,300,305,403 402 502
102,attaches a unique identification to every node,140,146,attaches a unique identification to every node and it also locks the data,140,148,403 503 402
102,simple and robust system,157,160,The key objectives of the Apache Zookeeper ought to provide a simple and robust system,151,160,103 403 402
102,the each node in the namespace can have a data associated with it as well as the children,194,202,The only difference is that the each node in the namespace can have a data associated with it as well as the children,191,202,501 504 403
102,It manages the cluster,129,132,It manages the cluster in such a way that the status of every node is maintained in real time,129,137,403 301 402
102,in case of watches it is only between the client and a single server,520,526,whenever a znode is created its type is defined and that cannot be changed later moment,345,356,403 105 402
402,two other replicas,362,368,three replicas and fails on two other replicas,359,368,301 501 102
102,several servers and clients,395,398,it comprises of several servers and clients,392,398,103 105 503
102,two,306,309,two different types of X nodes that are persistent one and an ephemeral one,306,315,403 503 103
503,three types of proxy servers,158,161,"proxy server that has issued the request and not the client. So when the server responds, it addresses its response to the proxy. That means we need to understand that the identity of the client is masked. When the forward proxy receives the response, it recognizes the response as a request that went through earlier and returns the request to the client that made the request. So basically proxy servers keep track of requests, responses, their sources and their destination",536,579,102 104 304
102,race conditions and deadlocks,30,35,"race conditions and deadlocks. Zookeeper solves this issue with the simple architecture and the API. It allows the developers to focus more on the application logic without bothering much about the distributed nature of the application. The framework was originally built at Yahoo for accessing their applications in an easy and robust manner. Later, Apache Zookeeper became a standard for organized service used by Hadoop, Hbase and other distributed frameworks. Apache Hbase uses zookeeper to track the status of. Distributed data and thus Apache Zookeeper is an open source distributed coordination service that helps to manage a large set of host. It actually automates the process and it is the centralized coordination service that is used by the distributed applications so that it can maintain the configuration information, perform distributed synchronization and enable group services. A party zookeeper offers a hierarchical key value store and it allows to build a reliable distributed data structures for configuration servers or a synchronization service renaming registry. Or it can be a group membership like it can be a leader election or a coordinated workflow or otherwise it can be generalized or distributed data structures like logs, queues and barriers",30,123,501 103 402
102,exist as long as the session is available or active,373,379,exist as long as the session is available or active,373,379,105 503 103
102,it's a permanent one which has to be deleted explicitly by the client,312,321,it's a permanent one which has to be deleted explicitly by the client and that will not be deleted even after the session has come to an end,312,323,402 103 503
503,proxy server,711,713,"a proxy server is used, the identity of the user is is masked and it's only the IP address of the proxy server that will be visible on the website. So here we see that A5 five forward proxy",711,732,102 402 301
403,It can then forward the request to either the predecessor or the successor,417,425,"If that particular request is sent to any of the nodes, if that service cannot be, requests cannot be serviced by that node. It can then forward the request to either the predecessor or the successor, who can then route it accordingly to its predecessor and successor",412,428,503 303 102
404,either that the business is using the cloud or the cloud service provider itself,1260,1268,either that the business is using the cloud or the cloud service provider itself,1260,1268,401 502 102
102,does not store any big data sets,302,305,comprises only of metadata information and does not store any big data sets,300,305,502 403 405
103,"data that is in any of these tables, they are encrypted",961,966,"data that is in any of these tables, they are encrypted and when it says encrypted at rest, meaning when the data is not being accessed it's being stored in a table in an encrypted form",961,974,504 102 402
102,one,443,446,one single zookeeper server,443,446,502 503 403
102,TCP,446,449,a TCP connection,446,449,503 403 402
102,a variant of the Synod protocol,482,487,a variant of the Synod protocol which is called as the Zookeeper atomic broadcast protocol,482,490,501 403 402
102,Synod protocol,485,487,a variant of the Synod protocol,482,487,403 402 303
102,distributed coordination service,3,8,"distributed coordination service, zookeeper. In general, in a distributed environment, coordinating and managing a service has become a difficult and a complicated process. The usage of locks in the correct fashion is not of that ease, and the coordination through the messages have become hard to use in some specific applications and they are especially prone to errors such as race conditions and deadlocks. Zookeeper solves this issue with the simple architecture and the API. It allows the developers to focus more on the application logic without bothering much about the distributed nature of the application",3,50,403 201 402
102,the creation of a node or it can delete a node,531,537,"the creation of a node or it can delete a node, or test whether a node exists on a given location",531,542,403 101 402
102,between the client and a single server,520,526,in case of watches it is only between the client and a single server,520,526,402 403 303
102,does not store any big data sets,302,305,"Information, and that's a zookeeper, comprises only of metadata information and does not store any big data sets",297,305,403 402 104
103,Dynamodb,451,453,simple storage service This is. A reliable. Storage service for creating and managing data in files,39,55,404 503 401
103,"database administration. But in addition if you want to take a backup or a snapshot of a database at certain interval of time, you can do so. You can set that. In addition, the data that is in any of these tables, they are encrypted and when it says encrypted at rest, meaning when the data is not being accessed it's being stored in a table in an encrypted form as well as when you do a query and the data is. Being. Passed on to the client and they're requesting the data that's also encrypted during the transition. So which is one of the key features of using. The RDP service",949,998,"database administration. But in addition if you want to take a backup or a snapshot of a database at certain interval of time, you can do so. You can set that. In addition, the data that is in any of these tables, they are encrypted and when it says encrypted at rest, meaning when the data is not being accessed it's being stored in a table in an encrypted form as well as when you do a query and the data is. Being. Passed on to the client and they're requesting the data that's also encrypted during the transition. So which is one of the key features of using. The RDP service",949,998,205 503 504
101,whether Keystone is able to write to LDAP or read the LDAP file,563,572,whether Keystone is able to write to LDAP or read the LDAP file,563,572,404 503 205
103,through the rest APIs,56,62,in a relational format,873,878,504 503 501
103,encrypted,963,966,"Amazon sort of does that database administration. But in addition if you want to take a backup or a snapshot of a database at certain interval of time, you can do so. You can set that. In addition, the data that is in any of these tables, they are encrypted",946,966,504 503 205
103,encrypted,963,966,through keys and these objects are grouped and placed within a bucket,210,216,101 503 205
103,a bucket,201,203,on a solid-state state disk,694,699,504 403 402
202,Various mechanisms,413,416,Various mechanisms are available that can ensure virtual security,413,419,204 103 404
103,Dynamodb,451,453,The RDP service,992,998,205 504 402
103,One of the attributes,486,489,"they are encrypted and when it says encrypted at rest, meaning when the data is not being accessed it's being stored in a table in an encrypted form",963,974,403 504 303
203,Divide our size those partitions and make those partitions available at a given site,690,695,"The locations are distributed geographically, so it uses the load factor, meaning the number of connections and so on and so forth. Are somebody accessing certain documents to proportionally. Divide our size those partitions and make those partitions available at a given site",673,695,403 303 103
103,a row level consistency,533,538,a row level consistency,533,538,401 301 402
103,Amazon.,995,998,there is no concept of a join,556,559,403 502 402
103,a table,574,577,you have a table,574,577,403 502 504
103,Items,762,765,"Amazon sort of does that database administration. But in addition if you want to take a backup or a snapshot of a database at certain interval of time, you can do so. You can set that. In addition, the data that is in any of these tables, they are encrypted",946,966,403 303 504
203,Akamai,653,655,"Akamai and one of the classes Akamai is a content distribution network. Which uses this dynamic hashing. The dynamic hashing, the boundaries of the cache in which the documents are stored depends on the load at a specific location. The locations are distributed geographically, so it uses the load factor, meaning the number of connections and so on and so forth. Are somebody accessing certain documents to proportionally. Divide our size those partitions and make those partitions available at a given site. You can refer to this document For more information about the rebalancing strategies of partition datasets",653,708,103 403 303
103,partition key and the sort keys,651,656,partition key and the sort keys,651,656,203 503 303
203,secondary indexes,11,17,secondary indexes,11,17,403 103 303
103,partition key,780,783,the order number,832,835,403 104 304
203,size,690,692,size those partitions,690,692,402 403 303
103,Amazon,995,998,Followed by Amazon.,995,998,403 205 504
503,nings,31,33,"proxy server that has issued the request and not the client. So when the server responds, it addresses its response to the proxy. That means we need to understand that the identity of the client is masked",536,556,202 103 404
104,Suppose your bank account details are replicated in few servers and out of these many servers,35,43,Suppose your bank account details are replicated in few servers and out of these many servers,35,43,201 302 501
104,initiator,433,436,nothing bad happens for all non faulty processes,276,282,201 302 404
104,we have to modify the ring election algorithm,982,987,who whichever process identifies or initiates that particular The process has been failed,422,430,201 303 402
104,"all the process which is involved in the logical ring should know who is the leader, all right",536,544,"all the process which is involved in the logical ring should know who is the leader, all right",536,544,201 302 105
204,the database server has to be managed by the cloud provider and the database is offered as a service to the customer,1326,1336,the database server has to be managed by the cloud provider and the database is offered as a service to the customer,1326,1336,301 401 502
104,north seventeen,572,575,Chance take a call to elect a leader right? So this process can initiate the election. So the process which is going to initiate the election,230,244,201 503 302
201,bully algorithm,111,112,leader process. So the leader process,841,846,104 302 503
104,liveness property,949,952,liveness. So that is for eventually something good happens right for all election runs,296,307,201 303 502
104,liveness,296,298,liveness property. So what does safety property? Safety property says that nothing bad happens for all non faulty processes. So here we are taking process as P for all non faulty process P so P is elected one having the best attribute among all the other non faulty process that is called as safety condition. The second one is called liveness. So that is for eventually something good happens right for all election runs,271,307,303 402 502
104,something good happens right for all election runs,302,307,So that is for eventually something good happens right for all election runs,299,307,303 201 402
104,non faulty process,171,174,only one leader among the non faulty process,168,174,201 302 402
104,modifier,1144,1147,"nothing bad happens for all non faulty processes. So here we are taking process as P for all non faulty process P so P is elected one having the best attribute among all the other non faulty process that is called as safety condition. The second one is called liveness. So that is for eventually something good happens right for all election runs. So that is election process terminates and all for all non faulty process the P is elected. Is not null that means the algorithm eventually terminates and where a leader elected among the non faulty process. So once the leader is elected, your algorithm eventually terminated right among the non faulty process. So at the end of the election protocol the non faulty process with the highest attribute or we can say best attribute. So whichever process is having highest attribute is elected as a. Leader. So highest IID process will be acting as a leader or we can say highest ID or highest address right next. So consider this example. So let us understand the classical leader election",276,364,201 304 302
104,clockwise,405,408,north process so each process will have unique ID and the messages are eventually delivered in a message passing system,191,202,201 302 402
201,sending an election message whom you send an election message to,176,184,Step two Next you have the election message from the second highest ID process,715,724,104 302 402
104,who is the leader,177,180,who is the leader. So this is the two goals which should elect one leader and all the process which is involved in the ring should know who's the leader. So let us understand the system model. Consider there are north process so each process will have unique ID and the messages are eventually delivered in a message passing system and the failures may occur during election,177,205,201 302 402
104,three north one messages,783,789,three north one messages which is required,783,789,201 402 303
104,it will not satisfy the liveness property,832,838,something good happens right for all election runs,302,307,201 301 401
104,all the process should know who is the leader and the initiator is known faulty,1163,1171,"all the process should know who is the leader and the initiator is known faulty. The message complexity will be true and because it's revolving two times, first time it will say the IT will pass the coordinator message and second time it should say who is the leader. So there will be a complexity to end and the size of messages. Will be order of yen. So in this section we have seen the classical leader election algorithm that is ring based leader election and the next mixture we will discuss about Bully leader election algorithm. Thank you",1163,1201,201 304 102
104,modified ring collection algorithm,1154,1157,nothing bad happens for all non faulty processes,276,282,201 302 402
104,"all the process should know who is the leader and the initiator is known faulty. The message complexity will be true and because it's revolving two times, first time it will say the IT will pass the coordinator message and second time it should say who is the leader. So there will be a complexity to end and the size of messages. Will be order of yen",1163,1187,"all the process should know who is the leader and the initiator is known faulty. The message complexity will be true and because it's revolving two times, first time it will say the IT will pass the coordinator message and second time it should say who is the leader. So there will be a complexity to end and the size of messages. Will be order of yen",1163,1187,201 301 102
104,ring election algorithm,361,366,modified ring election algorithm,952,958,201 304 403
104,concurrent election,1157,1160,all the process in the ring should agree who is the leader,174,180,201 203 102
105,enabling computing to be delivered as a utility,6,11,grand vision of enabling computing to be delivered as a utility,6,11,205 305 502
105,subtle differences between grid computing and cloud computing. I will be covering them in a little bit detail a little bit of now now the features of. Great work,50,62,subtle differences between grid computing and cloud computing. I will be covering them in a little bit detail a little bit of now now the features of. Great work,50,62,103 504 203
105,let's think of this pink blurb,191,195,"let's think of this pink blurb, this one. Asbs. Let's think of this as. Another organization, let's say BMS. Let's think of this organization as, let's say, RV. Virtual organizations were formed between the three different groups",191,219,504 303 103
105,exploit underutilized resources,356,359,They did it in such a way that they wanted these computing devices and individual to gain access to computing devices,31,40,205 504 101
105,Virtual organizations were formed between the three different groups,213,219,"once trust was established, once whatever resources that were to be shared between, let's say pleases computer science department and let's say the government of Karnataka, some some resource was established, then PS had direct access to these resources. One big thing that that was there. So what was established there was established something known as virtual organizations. As an example, let's think of this pink blurb, this one. Asbs. Let's think of this as. Another organization, let's say BMS. Let's think of this organization as, let's say, RV. Virtual organizations were formed between the three different groups",162,219,503 502 403
105,a virtual resources,387,390,grid computing and cloud computing,53,56,303 502 103
105,where the data is shared,396,401,Windows environment. This could be some mainframe environment,125,129,203 504 103
105,where the data is shared,396,401,a data grid is where the data is shared,396,401,205 504 302
105,send out the job to the various,465,470,send out the job to the various. Raise your various compute units,465,473,403 303 203
105,I will be covering them in a little bit detail,56,59,I will be covering them in a little bit detail a little bit of now now the features of. Great work. There was no centralized control,56,64,502 203 303
105,grid specific application,507,509,Windows environment. This could be some mainframe environment,125,129,502 405 504
105,a virtual data catalog,512,514,a virtual data catalog which are a virtual,512,517,502 302 303
105,"replication, management, replication, cataloging, so on and so forth. Resource",528,536,"heterogeneous architecture, because you can see this could be a unique environment. This could be a Windows environment",118,128,502 302 303
105,Resource. This was the most critical function,533,539,Resource. This was the most critical function,533,539,405 205 504
105,Resource,533,536,Windows environment. This could be some mainframe environment,125,129,502 401 504
105,Windows environment,125,128,"heterogeneous architecture, because you can see this could be a unique environment. This could be a Windows environment",118,128,502 504 103
105,Gridware,564,567,Gridware which was a middleware,564,570,204 402 502
105,web services availability and sapis which are available in our cloud computing environment,570,578,because of the web services availability and sapis which are available in our cloud computing environment,570,578,205 403 504
205,Amazon website,574,577,"Oracle VirtualBox box or you must have heard of vmware where you have a hypervisor which is sitting on top of the hardware on top of the hardware you have a hypervisor and on top of the hypervisor You can have several virtual machines. These virtual machines behave as if they are independent autonomous machines. In fact, they're using the common resources of the physical hardware. But they behave as if they have their own hardware, as if they have their own software, as if they have their own operating system. You can deploy an operating system on top of it whenever you talk of. Whenever we talk of infrastructure as a service by using a rest API which is get, put, post and delete. By using any of these normal HTTP, HTTP commands that you are well aware of, I can configure any hardware resource that I want. So I can go to a particular website for example Amazon website",516,577,503 105 504
105,Cloud computing scalability is high,603,605,I will be covering them in a little bit detail a little bit of now now the features of. Great work,56,62,205 305 504
105,common access protocols,48,53,common access protocols for all of them. Now there are subtle differences,48,56,305 504 205
105,Grid computing,608,611,Cloud computing is much more flexible. Grid computing,605,611,205 504 305
105,client server,614,617,client server mode,614,617,305 202 205
502,central coordinator,659,662,master slave architecture the central coordinator,659,662,503 504 402
105,Grid computing,617,620,Cloud computing operates on a client server mode. I forgot to talk about this. Whereas Grid computing,611,620,205 502 504
105,Grid computing,3,9,client server mode,614,617,502 504 401
105,Grid computing,617,620,Grid computing operates on a. Distributed computing model. There is centralized management in cloud computing. There is decentralized management,617,629,404 205 504
105,application computing,629,635,cloud computing is service oriented whereas application computing,629,635,205 502 504
105,grid computing,632,635,the grid specific application,504,509,205 305 504
201,it's related to the consensus program problem,12,15,if you are not the next highest ID process in the system,167,173,104 302 305
201,brings a coordination,843,846,"it sends a coordinator message to the other process which is remaining in the network which has lower identifiers than itself at this point. Election is completed. This is why this is called a bully algorithm. Essentially, if you know that the bully has crashed to the highest ID process and that you are the next highest ID process, then you become the new bully and you tell everyone else with the lower ID that in fact you are the new leader and the new bully in the system",97,134,104 302 402
302,decision,260,263,"if some minority of acceptors have not yet chosen a value, this process ensures that they eventually reach consensus on the same value",754,764,104 201 404
104,liveness,296,298,liveness property. So what does safety property? Safety property says that nothing bad happens for all non faulty processes. So here we are taking process as P for all non faulty process P so P is elected one having the best attribute among all the other non faulty process that is called as safety condition. The second one is called liveness,271,298,201 302 305
302,asynchronous,76,79,"distributed systems. So before that we will discuss what's the difference between synchronous and asynchronous systems. So internal systems if there is a system of parallel process is running using the same clock then that is called synchronous system and an asynchronous. If each process is running on its own independent clock then that is called as asynchronous. So what does asynchronous mean in terms of process? So in computation it consists of series of steps. In each step one of the following things can happen. Either your process can send the message or your. Process can receive a message or a process performs some local computation. So if a process is about to perform a local computation and it is delayed, then it can still do that local computation irrespective of what other processes do. So as a result, it's not possible to identify which is a slow process or really if the process is slow or it is failed. This is the reason why consensus is not solvable in asynchronous systems",6,79,201 301 401
302,the other problem,377,379,to design and distributed protocol,224,229,201 104 301
201,IE process,793,796,brings a coordination,843,846,104 301 303
104,liveness,296,298,liveness property. So what does safety property? Safety property says that nothing bad happens for all non faulty processes. So here we are taking process as P for all non faulty process P so P is elected one having the best attribute among all the other non faulty process that is called as safety condition. The second one is called liveness,271,298,201 302 402
201,first in the last lecture,861,866,it sends a coordinator message,97,102,104 302 402
201,P5,464,467,other processes that have higher ID than yourself,184,190,104 302 402
201,then this initiator becomes a new leader,209,214,then this initiator becomes a new leader,209,214,301 302 402
201,coordination,843,846,"it sends a coordinator message to the other process which is remaining in the network which has lower identifiers than itself at this point. Election is completed. This is why this is called a bully algorithm. Essentially, if you know that the bully has crashed to the highest ID process and that you are the next highest ID process, then you become the new bully and you tell everyone else with the lower ID that in fact you are the new leader and the new bully in the system",97,134,104 302 402
201,five messages transcription times,777,782,The completion time is just one message transmission time,821,827,104 301 401
301,"crash top falls. What exactly the algorithm assumes is the node can fail in only one way, that means it is running and it stops executing at a moment. So in that case the node cannot come back again",980,996,"crash top falls. What exactly the algorithm assumes is the node can fail in only one way, that means it is running and it stops executing at a moment. So in that case the node cannot come back again. That means it cannot be a responding after a while. So once it stops it",980,1002,401 201 204
301,"crash top falls. What exactly the algorithm assumes is the node can fail in only one way, that means it is running and it stops executing at a moment. So in that case the node cannot come back again. That means it cannot be a responding after a while. So once it stops it",980,1002,"crash top falls. What exactly the algorithm assumes is the node can fail in only one way, that means it is running and it stops executing at a moment. So in that case the node cannot come back again. That means it cannot be a responding after a while. So once it stops it",980,1002,401 201 204
401,today's session,1131,1134,exactly six hundred seconds,110,115,301 304 201
201,n minus two messages,827,832,five messages transcription times,777,782,301 401 502
304,"topic scheduling algorithm. So we all know cloud computing is one of the most important technologies used in recent times. It allows users that can be any individuals or an organization to access computing resources such as software or hardware or it can be any platform as a service remotely through the Internet. So as cloud computing is serving millions of users simultaneously, it must have the ability. Meet all the user requests with high performance and it also guarantees the quality of service. So therefore we need to implement an appropriate task scheduling algorithm to fairly and efficiently meet these requests. And next so task scheduling algorithm or defined as set of rules and policies used to assign task to the suitable resources. So the resources can be CPU or it can be a memory and it can be related to bandwidth. To get the highest level possible of performance and resource utilization. So we know task scheduling problem is one of the most critical issues in cloud computing environment because cloud performance depends mainly on it. There are various type of scheduling algorithms. So first one is immediate batch scheduling, redemptive scheduling and non preemptive scheduling",4,101,"topic scheduling algorithm. So we all know cloud computing is one of the most important technologies used in recent times. It allows users that can be any individuals or an organization to access computing resources such as software or hardware or it can be any platform as a service remotely through the Internet. So as cloud computing is serving millions of users simultaneously, it must have the ability. Meet all the user requests with high performance and it also guarantees the quality of service. So therefore we need to implement an appropriate task scheduling algorithm to fairly and efficiently meet these requests. And next so task scheduling algorithm or defined as set of rules and policies used to assign task to the suitable resources. So the resources can be CPU or it can be a memory and it can be related to bandwidth. To get the highest level possible of performance and resource utilization. So we know task scheduling problem is one of the most critical issues in cloud computing environment because cloud performance depends mainly on it. There are various type of scheduling algorithms. So first one is immediate batch scheduling, redemptive scheduling and non preemptive scheduling",4,101,104 404 201
202,"because of the ease in which users can access the applications anywhere, anytime.",37,45,"because of the ease in which users can access the applications anywhere, anytime. This is also a matter of concern for the application",37,51,404 205 305
202,"lack of privacy, security and copyright",57,61,"most applications are moving to the cloud because of the ease in which users can access the applications anywhere, anytime. This is also a matter of concern for the application. Applications that are hosted on the cloud because of the threats such as lack of privacy, security and copyright",34,61,404 205 305
202,Security monitoring is a critical component of cloud security. Cloud security monitoring supervises the virtual and physical servers,867,878,providing security to the data that is stored on the cloud applications in short meaning. Enforcing security practices to the software assets that are stored on the cloud,395,411,404 204 205
