Predicted_Video_ID,BestAnswer,BestAnswer_start,BestAnswer_end,LongAnswer,LongAnswer_start,LongAnswer_end,Related_Video_IDs
101,scope,859,860,"A domain is defined as a collection of users, groups and projects. Domains",135,143,105 404 103
101,password.,925,927,Projects and domains are similar entities,279,282,105 502 205
101,A token. Is a token. So what is a token?,928,933,A token. Is a token. So what is a token?,928,933,501 302 503
101,upon successful authentication against Keystone.,342,348,upon successful authentication against Keystone.,342,348,302 402 403
101,guaranteed to be unique per cloud,359,365,guaranteed to be unique per cloud and the payload contains data about the user.,359,368,201 103 104
101,both an ID and a payload.,354,359,A token has both an ID and a payload.,354,359,501 303 103
105,virtual data catalog,512,514,"virtual data catalog which are a virtual. Little code catalogue which would say where what good is there, where what data is there in a virtual fashion, not in a real fashion.",512,525,103 403 302
403,"all the nodes, the partitions, the key value ranges for each of those partitions, and so on and so forth. All that information is maintained in a catalog, and that catalog is called as the. Distributed database catalog. So in effect, a distributed database catalog contains the metadata. Of all the nodes, the partitions and the key values within those partitions.",57,86,"all the nodes, the partitions, the key value ranges for each of those partitions, and so on and so forth. All that information is maintained in a catalog, and that catalog is called as the. Distributed database catalog. So in effect, a distributed database catalog contains the metadata. Of all the nodes, the partitions and the key values within those partitions.",57,86,103 101 105
101,What do you mean by identity?,417,420,"What do you mean by identity? The identity service in Keystone provides the actors identities in the cloud. Identities in the cloud may come from various locations such as SQL, LDAP, and Federated identity providers. Let us understand SQL. Keystone includes the option to store actors, that is the users and groups in SQL. Please scroll supports databases such as MySQL, Postgres and DB2. two Keystone will store information such as name, password and description. The settings for the database must be specified in the keystones configuration file. Keystone acts as the identity provider for customers. Let us understand. The advantages and disadvantages of using the SQL identity option. The advantages being it is easy to set up and secondly management of users and groups. Through OpenStack APIs is easy. The disadvantages are. Keystone should not be an identity provider. Secondly. Keystone supports weak password. There is no password recovery or rotation. Most enterprises have an LDAP",417,523,202 103 302
101,"SQL, LDAP, and Federated identity providers.",433,439,"SQL, LDAP, and Federated identity providers.",433,439,202 103 205
101,it is easy to set up,489,494,it is easy to set up and secondly management of users and groups.,489,496,202 404 501
101,disadvantages,501,503,"LDAP, and Federated identity providers. Let us understand SQL. Keystone includes the option to store actors, that is the users and groups in SQL. Please scroll supports databases such as MySQL, Postgres and DB2. two Keystone will store information such as name, password and description. The settings for the database must be specified in the keystones configuration file. Keystone acts as the identity provider for customers. Let us understand. The advantages and disadvantages of using the SQL identity option. The advantages being it is easy to set up and secondly management of users and groups. Through OpenStack APIs is easy. The disadvantages",433,503,404 202 502
101,what do we mean by LDAP?,536,542,ADAP what do we mean by LDAP?,536,542,104 402 404
101,There is no need to maintain copies of user accounts.,574,580,"it is easy to set up and secondly management of users and groups. Through OpenStack APIs is easy. The disadvantages are. Keystone should not be an identity provider. Secondly. Keystone supports weak password. There is no password recovery or rotation. Most enterprises have an LDAP server they want to use. Finally, identity is so low. Another username and password users must remember. ADAP what do we mean by LDAP? Keystone also has the option to retrieve and store the actors in lightweight directory access protocol. Keystone accesses the LDAP like any other application that uses the LDAP. The settings for connecting to the LDAP are specified in the keystones configuration file. The options include whether Keystone is able to write to LDAP or read the LDAP file. The advantages of the LDAP identity option are. There is no need to maintain copies of user accounts.",489,580,501 104 202
101,it is complex to set up. And authentication for user accounts must be domain scoped.,693,702,it is complex to set up. And authentication for user accounts must be domain scoped.,693,702,502 104 501
101,What do we mean by multiple backends?,618,620,"What do we mean by multiple backends? Keystone supports multiple identity backends. The impact is. Our deployment may have an identity source per Keystone domain. The default domain is an SQL back end which is used to host service accounts. Service accounts are the accounts that the different. OpenStack services used to interact with Keystone. Additional LDAP backends may be hosted in their own domain. EDP is restricted to be used only for employee information. So in case of a company merger or different departments having different LDP's, 's the same enterprise can still be represented The advantages of LDAP are. ADAP simultaneously supports multiple ldap's 's for various user accounts and SQL backends for service accounts It leverages existing identity LDAP. The disadvantages are it is complex to set up. And authentication for user accounts must be domain scoped. What are identity providers",618,708,103 405 503
101,What are identity providers?,706,708,"SQL, LDAP, and Federated identity providers.",433,439,404 503 202
101,It leverages existing infrastructure and software to authenticate users and retrieves information about users.,759,767,It leverages existing infrastructure and software to authenticate users and retrieves information about users. Separates Keystone and handles identity information.,759,773,104 503 502
101,it is complex to set up. And authentication for user accounts must be domain scoped.,693,702,it is complex to set up. And authentication for user accounts must be domain scoped.,693,702,401 504 503
101,supplying a password or by using a token.,808,813,by supplying a password or by using a token.,808,813,404 503 102
101,there may be multiple users with the same name.,877,883,there may be multiple users with the same name.,877,883,404 501 403
101,"without a scope, a user will be unable to retrieve a service catalog.",895,900,"Since without a scope, a user will be unable to retrieve a service catalog.",895,900,404 202 204
101,supplying a password or by using a token.,808,813,supplying a password or by using a token. Let us understand both these methods of authentication. Password.,808,823,305 405 105
101,Managing access and authorizing the APIs a user can use,959,967,to be the registry of projects and to articulate who should have access to those projects.,93,102,202 503 102
204,security control.,20,22,risk management and security design pattern. The objectives with which we understand are. We first understand what is risk. We then understand risk management. Then we move on to understand the security control.,6,22,202 101 404
101,create a role based access control,973,979,to create a role based access control that is an RBAC policy that is enforced on each public API endpoint.,973,984,202 102 204
504,"abstracted. And such that the application does not really need to worry about. How it is managed and all of it? The whole idea here is. two Kind of mask the complexities involved in managing the disk. Now that we have understood why, what is storage virtualization? Where do we need to do this virtualization? The whole idea here is, if let's say you want to migrate a particular file from one file system to another one and all that, the application need not worry about the whole physical characteristics of that file and therefore it can be easily migrated. So the whole idea here being that it should be portable portability and scalability.",798,851,"Multiple levels in which. The physical disk or the physical attributes and how the data is stored physically is abstracted. And such that the application does not really need to worry about. How it is managed and all of it? The whole idea here is. two Kind of mask the complexities involved in managing the disk. Now that we have understood why, what is storage virtualization? Where do we need to do this virtualization? The whole idea here is, if let's say you want to migrate a particular file from one file system to another one and all that, the application need not worry about the whole physical characteristics of that file and therefore it can be easily migrated. So the whole idea here being that it should be portable portability and scalability.",790,851,103 402 403
101,backends that are usually esql.,1038,1044,The green portions indicate backends that are usually esql.,1035,1044,405 202 503
105,having trust and security among different organizations,151,156,having trust and security among different organizations,151,156,501 301 504
102,errors such as race conditions and deadlocks. Zookeeper solves this issue with the simple architecture and the API. It allows the developers to focus more on the application logic without bothering much about the distributed nature of the application.,30,50,errors such as race conditions and deadlocks. Zookeeper solves this issue with the simple architecture and the API. It allows the developers to focus more on the application logic without bothering much about the distributed nature of the application.,30,50,403 402 301
102,Yahoo,50,53,The framework was originally built at Yahoo,47,53,403 105 405
102,accessing their applications in an easy and robust manner.,50,55,for accessing their applications in an easy and robust manner.,50,55,403 501 105
102,to track the status of. Distributed data,64,69,to track the status of. Distributed data,64,69,403 402 501
102,an open source distributed coordination service that helps to manage a large set of host.,69,78,an open source distributed coordination service that helps to manage a large set of host.,69,78,403 402 503
102,"simple architecture and the API. It allows the developers to focus more on the application logic without bothering much about the distributed nature of the application. The framework was originally built at Yahoo for accessing their applications in an easy and robust manner. Later, Apache Zookeeper became a standard for organized service used by Hadoop, Hbase and other distributed frameworks. Apache Hbase uses zookeeper to track the status of. Distributed data and thus Apache Zookeeper is an open source distributed coordination service that helps to manage a large set of host. It actually automates the process and it is the centralized coordination service that is used by the distributed applications so that it can maintain the configuration information, perform distributed synchronization and enable group services.",36,94,"simple architecture and the API. It allows the developers to focus more on the application logic without bothering much about the distributed nature of the application. The framework was originally built at Yahoo for accessing their applications in an easy and robust manner. Later, Apache Zookeeper became a standard for organized service used by Hadoop, Hbase and other distributed frameworks. Apache Hbase uses zookeeper to track the status of. Distributed data and thus Apache Zookeeper is an open source distributed coordination service that helps to manage a large set of host. It actually automates the process and it is the centralized coordination service that is used by the distributed applications so that it can maintain the configuration information, perform distributed synchronization and enable group services.",36,94,403 402 502
102,attaches a unique identification to every node,140,146,attaches a unique identification to every node,140,146,403 503 402
102,provide a simple and robust system.,157,160,The key objectives of the Apache Zookeeper ought to provide a simple and robust system.,151,160,103 403 402
102,each node in the namespace can have a data associated with it as well as the children.,194,202,the each node in the namespace can have a data associated with it as well as the children.,194,202,501 504 403
102,simple architecture and the API.,36,41,there are three copies of the zookeeper which can be run so that it does not become a single point of failure.,224,235,403 301 402
102,"if the Z node has any children that cannot be deleted and that's a point to be noted. The Apache Zookeeper maintains a stat structure which includes the version numbers so that it can track for the data changes and the access control list changes. So hence whenever a client is performing an update then it has to supply the version of the xnote and if the version doesn't match with the actual version of the data then the update will fail since the nodes comprises of information such as configuration status or it can be a counter information parameter or the location. Information, and that's a zookeeper, comprises only of metadata information and does not store any big data sets. And thus there are two different types of X nodes that are persistent one and an ephemeral one. So persistent in the sense it's a permanent one which has to be deleted explicitly by the client and that will not be deleted even after the session has come to an end.",257,323,"if the Z node has any children that cannot be deleted and that's a point to be noted. The Apache Zookeeper maintains a stat structure which includes the version numbers so that it can track for the data changes and the access control list changes. So hence whenever a client is performing an update then it has to supply the version of the xnote and if the version doesn't match with the actual version of the data then the update will fail since the nodes comprises of information such as configuration status or it can be a counter information parameter or the location. Information, and that's a zookeeper, comprises only of metadata information and does not store any big data sets. And thus there are two different types of X nodes that are persistent one and an ephemeral one. So persistent in the sense it's a permanent one which has to be deleted explicitly by the client and that will not be deleted even after the session has come to an end.",257,323,403 105 402
402,when a node is down.,82,84,"when a node is down. Consider three replicas. Here among the three, one node is down. So the client needs to write to all three replicas. And um. The two replicas will respond and the one that's done cannot. The client can then ignore the fact that the third replica was offline and the data could not be written.",82,117,301 501 102
102,several servers and clients,395,398,information such as configuration status or it can be a counter information parameter or the location.,289,300,103 105 503
102,two,306,309,"two different types of X nodes that are persistent one and an ephemeral one. So persistent in the sense it's a permanent one which has to be deleted explicitly by the client and that will not be deleted even after the session has come to an end. But in the case of ephemeral notes, they are temporary and they will be deleted. Automatically whenever the client session is coming to an end. And this is actually used to detect the termination of a client as well and in case of alerts which are called as watches and this is used to detect the deletion of a znode. And one main thing that has to be noted is whenever a znode is created its type is defined and that cannot be changed later moment.",306,356,403 503 103
503,"One the gateway, second a forward proxy, third a reverse proxy.",161,170,"One the gateway, second a forward proxy, third a reverse proxy.",161,170,102 104 304
102,persistent in the sense it's a permanent one which has to be deleted explicitly by the client and that will not be deleted even after the session has come to an end.,312,323,persistent one and an ephemeral one. So persistent in the sense it's a permanent one which has to be deleted explicitly by the client and that will not be deleted even after the session has come to an end.,309,323,501 103 402
102,exist as long as the session is available or active.,373,379,which exist as long as the session is available or active.,373,379,105 503 103
102,persistent,312,315,persistent one and an ephemeral one. So persistent,309,315,402 103 503
503,To avoid state or institutional browsing restriction.,619,625,"Reverse proxies can also be doubled up to. Take on the load of the encryption. Encryption and decrypting communication. Is expensive on a server. A reverse proxy can be configured to decrypt all incoming requests and encrypt all outgoing responses, freeing up valuable resources on the server. A reverse proxy can also be used to cache content. The proxy can cache the response data and subsequent passes or subsequent users who browse the site can obtain data from the cached resource, resulting in a much faster performance. A number of examples of reverse proxies are available from many vendors such as VMware FY Networks, Citrix Systems, AD networks, runaway, and also from public cloud platforms such as Amazon Web Services and Microsoft Azure. So this is how a reverse proxy could be configured. So a reverse proxy.",335,424,102 402 301
403,any possible combination is available.,319,325,"Distributed database catalog. So in effect, a distributed database catalog contains the metadata. Of all the nodes, the partitions and the key values within those partitions. Now. In order to facilitate the retrieval of that particular tuple. There are three different approaches. In the first approach. The client can send the request to any node. The catalog exists on all the nodes. The node which is received at request will check the catalog. If the partition exists on that node, we'll service the request and respond or send the response back to the client. If it doesn't exist, it knows which node has that partition,",71,131,503 303 102
404,Sarbanes-Oxley oxley act,568,571,"HIPAA. That is the health insurance portability and Accountability Act. Which specifies that sensitive patient data. Information needs to be protected and cannot be available for public use. Similarly, organizations that deal with financial. Accounting needs to comply with the sock. Fact",538,570,401 502 102
102,The zookeeper and its architecture,615,621,simple architecture and the API. It allows the developers to focus more on the application logic without bothering much about the distributed nature of the application.,36,50,502 403 405
103,replicated,856,859,"the. Items within the partition. And it can also have it. It's helpful when you are trying to kind of, you know, store all the values so that you can. Identify our first corresponding items from another. Here is an example of a table. Suppose the partition key is on this attribute ID. The hash of that one is seven B and so This similarly you have these different set of attributes. The number of attributes are flexible and it will identify the partition in which to store this particular item. Is an example of an order table for a given, if the partition key is the customer number and the sort key is the order number. You notice that. The all the orders for a given customer is stored in the same partition as a customer two has all the orders in the same partition, and within that partition it stores according to this order number, which happens to be the sort key. As I mentioned earlier, these partitions are replicated",785,859,504 102 402
102,"one single zookeeper server,",443,446,"only to one single zookeeper server,",441,446,502 503 403
102,TCP connection,446,449,a TCP connection,446,449,503 403 402
102,Zookeeper atomic broadcast protocol.,487,490,Zookeeper atomic broadcast protocol.,487,490,501 403 402
102,Synod protocol,485,487,Synod protocol which is called as the Zookeeper atomic broadcast protocol.,485,490,403 402 303
102,all the updates are maintained as a totally ordered one.,472,480,through which all the updates are maintained as a totally ordered one.,472,480,403 201 402
102,"the creation of a node or it can delete a node, or test whether a node exists on a given location,",531,542,"the creation of a node or it can delete a node, or test whether a node exists on a given location,",531,542,403 101 402
102,Watch is a one time trigger. Whenever there is a change to the Z node is noticed and the data stored in each node can be read or written,356,371,"there are two different types of X nodes that are persistent one and an ephemeral one. So persistent in the sense it's a permanent one which has to be deleted explicitly by the client and that will not be deleted even after the session has come to an end. But in the case of ephemeral notes, they are temporary and they will be deleted. Automatically whenever the client session is coming to an end. And this is actually used to detect the termination of a client as well and in case of alerts which are called as watches and this is used to detect the deletion of a znode. And one main thing that has to be noted is whenever a znode is created its type is defined and that cannot be changed later moment. Let's see some of the highlights of the data model. Watch is a one time trigger. Whenever there is a change to the Z node is noticed and the data stored in each node can be read or written",306,371,402 403 303
102,simple architecture and the API. It allows the developers to focus more on the application logic without bothering much about the distributed nature of the application.,36,50,"simple architecture and the API. It allows the developers to focus more on the application logic without bothering much about the distributed nature of the application. The framework was originally built at Yahoo for accessing their applications in an easy and robust manner. Later, Apache Zookeeper became a standard for organized service used by Hadoop, Hbase and other distributed frameworks. Apache Hbase uses zookeeper to track the status of. Distributed data and thus Apache Zookeeper",36,72,403 402 104
103,simple storage service,39,44,"simple storage service This is. A reliable. Storage service for creating and managing data in files. You can access these files through the rest APIs and it has like you know which has operations like get, put, delete and seek and so on and so forth. There are also SDCS provided by Amazon. So that which using which you can access them through any applications written in any other language. There are also browsers available for reviewing the data stored in these files. So in S3, three how do we organize these files Each file or equivalent of a file is known as an object. And you reference the object using a key. Example. If you have a, fine. The directory path name followed by the name of the object. In Amazon S3 three every object is replicated",39,127,404 503 401
103,creating and managing data in files.,49,55,"to store or create files and store data in files, Amazon provides AS3 service three service stands which stands for simple storage service This is. A reliable. Storage service for creating and managing data in files.",31,55,205 503 504
101,"SQL, LDAP, and Federated identity providers. Let us understand SQL. Keystone includes the option to store actors, that is the users and groups in SQL. Please scroll supports databases such as MySQL, Postgres and DB2. two Keystone will store information such as name, password and description. The settings for the database must be specified in the keystones configuration file. Keystone acts as the identity provider for customers. Let us understand. The advantages and disadvantages of using the SQL identity option. The advantages being it is easy to set up and secondly management of users and groups. Through OpenStack APIs is easy. The disadvantages are. Keystone should not be an identity provider. Secondly. Keystone supports weak password.",433,514,"SQL, LDAP, and Federated identity providers. Let us understand SQL. Keystone includes the option to store actors, that is the users and groups in SQL. Please scroll supports databases such as MySQL, Postgres and DB2. two Keystone will store information such as name, password and description. The settings for the database must be specified in the keystones configuration file. Keystone acts as the identity provider for customers. Let us understand. The advantages and disadvantages of using the SQL identity option. The advantages being it is easy to set up and secondly management of users and groups. Through OpenStack APIs is easy. The disadvantages are. Keystone should not be an identity provider. Secondly. Keystone supports weak password.",433,514,404 503 205
103,through the rest APIs,56,62,You can access these files through the rest APIs,56,62,504 503 501
103,an object.,102,103,Each file or equivalent of a file is known as an object.,99,103,504 503 205
103,using a key.,105,108,using a key.,105,108,101 503 205
103,in a bucket.,201,203,in a bucket.,201,203,504 403 402
202,"Secured by video surveillance or CCTV's,",330,335,"Secured by video surveillance or CCTV's, 's that is closed circuit television cameras Which monitor's 's exterior access points and all interior doors as well as the data flow itself Also, the camera footage should be backed up. Digitally and archived to guard against unauthorized tampering. Sixthly, provide RFID tagging. Which could prevent unauthorized people from entering the data centres. Tax",330,371,204 103 404
103,Amazon Dynamodb,746,752,the. Particular file to be sort of partition and data to be loaded in parallel and those this is provided through the API. That's our BSDK. Now that we have looked at how files are managed. Let's discuss how data is managed in a Nosql database. Amazon provides a service called Dynamodb,420,453,205 504 402
103,managing individual partitions and replicating those partitions.,753,756,managing individual partitions and replicating those partitions.,753,756,403 504 303
203,The database should be still available for any requests.,182,188,"secondary indexes. In this class, we'll discuss about. Rebalancing the partitions. Why do we need to rebalance the partitions overtime? With data being inserted, deleted. The skewness in each of the partitions will increase. Because of this, the performance becomes unpredictable.",11,43,403 303 103
103,row level,533,535,row level consistency and similar to like equivalent of role level,533,543,401 301 402
103,no concept of a join between tables here.,556,561,there is no concept of a join between tables here.,556,561,403 502 402
103,tuples,765,767,a tuple,580,583,403 502 504
103,items. Items,762,765,items. Items,762,765,403 303 504
203,"secondary indexes. In this class, we'll discuss about. Rebalancing the partitions. Why do we need to rebalance the partitions overtime? With data being inserted, deleted. The skewness in each of the partitions will increase. Because of this, the performance becomes unpredictable. Because the number of tuples are rose in a specific partition could be significantly higher compared to the rest of the partitions.",11,51,"secondary indexes. In this class, we'll discuss about. Rebalancing the partitions. Why do we need to rebalance the partitions overtime? With data being inserted, deleted. The skewness in each of the partitions will increase. Because of this, the performance becomes unpredictable. Because the number of tuples are rose in a specific partition could be significantly higher compared to the rest of the partitions.",11,51,103 403 303
103,you can also create secondary indexes which could then be used for retrieving the tuples.,507,517,"In addition, you can also create secondary indexes which could then be used for retrieving the tuples.",505,517,203 503 303
203,"cloud computing class. In the last class we discussed about partitioning and efficient way of partitioning and storing the data and retrieving it using secondary indexes. In this class, we'll discuss about. Rebalancing the partitions. Why do we need to rebalance the partitions overtime? With data being inserted, deleted. The skewness in each of the partitions will increase. Because of this, the performance becomes unpredictable. Because the number of tuples are rose in a specific partition could be significantly higher compared to the rest of the partitions.",0,51,"cloud computing class. In the last class we discussed about partitioning and efficient way of partitioning and storing the data and retrieving it using secondary indexes. In this class, we'll discuss about. Rebalancing the partitions. Why do we need to rebalance the partitions overtime? With data being inserted, deleted. The skewness in each of the partitions will increase. Because of this, the performance becomes unpredictable. Because the number of tuples are rose in a specific partition could be significantly higher compared to the rest of the partitions.",0,51,403 103 303
103,partition key,780,783,a partition key,780,783,403 104 304
203,five,362,365,"five nodes, five sorry partitions in each of the nodes, when a new node is created, node number four is created one of the partition from each of the node Is migrated to the new node such that the. Number of tuples being managed by each of the known is more or less the same. Here the entire. Partition is moved to the new node. As you can see here P4P9P14 four P19 nine P fourteen and P nineteen are moved to the new node The challenge with this approach is what's the right number of partitions to start with? In a fixed number of partitions,",362,414,402 403 303
103,"modifying the attributes and so on and so forth. So it has the flexible, flexible schema capability.",469,477,"modifying the attributes and so on and so forth. So it has the flexible, flexible schema capability.",469,477,403 205 504
503,expensive,348,350,encryption and decryption processes. A commonly used reverse proxy is one reverse proxy termed as Nix. Mix,766,782,202 103 404
104,elect only one common leader right for the entire process.,250,255,one of them is responsible for receiving all the requests for reading and writing operations.,41,50,201 302 501
104,What's the necessity for election?,32,38,a group of process where it elects a leader to undertake special task.,127,135,201 302 404
104,some process will detect the failure.,136,142,"some process will detect the failure. So even here there is a group of processes to elect a leader. So. But if that particular leader fails or if it gets crashed, what happens?",136,153,201 303 402
104,it should elect only one common leader right for the entire process.,250,255,should elect one leader and all the process which is involved in the ring should know who's the leader.,180,188,201 302 105
204,a security system on the cloud.,32,33,understanding an example of a security system on the cloud.,29,33,301 401 502
104,north seventeen,572,575,your leader is the initiator.,764,769,201 503 302
201,"bully algorithm,",58,61,"bully algorithm, all the process know the other process IDs and when a process finds that the coordinator or the leader has failed, it can find this via failure detector. So there are multiple processes so if any one process fails. The failed process can be detected through a failure detector. So whomever is going to detect that failure process is the luckiest process so that they can start the election. So if the process knows that it is the process with the next highest ID who has identified so then itself elect as a new leader and it sends a coordinator message to the other process which is remaining in the network which has lower identifiers than itself at this point. Election is completed. This is why this is called a bully algorithm.",58,112,104 302 503
104,safety property and the second one is called liveness property.,268,273,there are two properties in the leader election problem. So the first one is called safety property and the second one is called liveness property.,260,273,201 303 502
104,nothing bad happens for all non faulty processes.,276,282,says that nothing bad happens for all non faulty processes.,276,282,303 402 502
104,it will not satisfy the liveness property.,832,838,"if there are failures during the election run, it will not satisfy the liveness property.",830,838,303 201 402
104,whichever process is having highest attribute,338,341,highest attribute or we can say best attribute. So whichever process is having highest attribute,332,341,201 302 402
104,we will discuss about ringleader election and in the next class we will discuss about bullies leader election problem.,14,23,classical distributed algorithm for leader election problem. So in this class we will discuss about ringleader election and in the next class we will discuss about bullies leader election problem.,12,23,201 304 302
104,clockwise,394,396,clockwise around the ring Right.,394,400,201 302 402
201,second highest ID process.,710,713,"A group initiates lead election. Once it sends the election messages out, it receives OK message. So what happens? Will consider the worst case, which happens if the election is started from the lowest ID server in the group. So the lowest ID process in the group. A group initiates leader election. Once it's since the election message out, it receives OK message, so the answer at the lowest ID. Initiator, it's from the second highest ID process.",673,713,104 302 402
104,"If the arrived attribute is greater, then the process forwards the message. So there are two conditions. If the ride attribute is greater it forwards the message and if the arrived attribute is smaller it has not forwarded that election message.",458,479,"If the arrived attribute is greater, then the process forwards the message. So there are two conditions. If the ride attribute is greater it forwards the message and if the arrived attribute is smaller it has not forwarded that election message.",458,479,201 302 402
104,three north one messages,783,789,the process is going to take three times three times for the total messages to take around. So. In that case let us say north minus one will be basically the number of messages in a round. So there are the complexity will be three north one messages,766,789,201 402 303
104,it initiates the election,413,419,"it initiates the election some initially some process will be acting as a leader so if that particular leader gets failed so who whichever process identifies or initiates that particular The process has been failed. Will initiate the election,",413,433,201 301 401
104,classical distributed algorithm for leader election problem.,12,17,we will present the different classical distributed algorithm for leader election problem.,9,17,201 304 102
104,The modified ring collection algorithm,1154,1157,three times three times for the total messages to take around. So. In that case let us say north minus one will be basically the number of messages in a round. So there are the complexity will be three,769,786,201 302 402
104,no failure,747,752,no failure during the election itself and there are north process.,747,755,201 301 102
104,modified ring election algorithm,952,958,modified ring election algorithm,952,958,201 304 403
104,if anyone of the leader fails or if it dies,976,984,if anyone of the leader fails or if it dies then in that case we have to modify the ring election algorithm.,976,987,201 203 102
105,"enabling computing to be delivered as a utility,",6,11,"enabling computing to be delivered as a utility, it was meant to be. The computing resources that were a part of the grid computing were from a very small and insulated community. Only a few companies or a few institutions or a few individuals who had very precious resources decided to collaborate among them and form something known as a virtual organization. They did it in such a way that they wanted these computing devices and individual to gain access to computing devices without knowing where the resource is located or what hardware it is running on. But remember this was limited to enabling a shared resource set of resources with common access protocols for all of them. Now there are subtle differences between grid computing and cloud computing. I will be covering them in a little bit detail a little bit of now now the features of. Great work. There was no centralized control. The Grand Vision was to have an open standard general purpose protocol for the interfaces",6,70,205 305 502
105,data grid,393,396,enabling a shared resource set of resources with common access protocols for all of them. Now there are subtle differences between grid computing and cloud computing. I will be covering them in a little bit detail a little bit of now now the features of. Great work. There was no centralized control.,45,64,103 504 203
105,"let's think of this pink blurb,",191,195,"let's think of this pink blurb, this one. Asbs.",191,202,504 303 103
105,individual to gain access to computing devices without knowing where the resource is located or what hardware it is running on.,34,45,computing devices and individual to gain access to computing devices without knowing where the resource is located or what hardware it is running on.,34,45,205 504 101
105,"load. Balancing because you could take a task, split the task, do some amount of computing power here, do some amount of computing power here, and then combine them and collide them together.",373,386,"Imagine that there is this is one user. Maybe this is. Fears. Maybe this is? Aadhar. And maybe this is? The government of Karnataka. These resources that are there. Each of the resources that are there here. Either the computer resources or the disk resources were administered by private admins. But there was no central control among this. So the grand emphasis was to be handling heterogeneous architecture, because you can see this could be a unique environment. This could be a Windows environment. This could be some mainframe environment. The infrastructure. This was meant to be only as developed as a software as a solution. But remember, in these three environments, the government or the other will not actually trust us. Pieces will not trust government of Karnataka",79,146,503 502 403
105,a data grid and a compute grid.,393,396,grid computing and cloud computing.,53,56,303 502 103
105,"where the data is shared,",396,401,"where the data is shared,",396,401,203 504 103
105,a shared resource set of resources with common access protocols for all of them.,45,53,"enabling computing to be delivered as a utility, it was meant to be. The computing resources that were a part of the grid computing were from a very small and insulated community. Only a few companies or a few institutions or a few individuals who had very precious resources decided to collaborate among them and form something known as a virtual organization. They did it in such a way that they wanted these computing devices and individual to gain access to computing devices without knowing where the resource is located or what hardware it is running on. But remember this was limited to enabling a shared resource set of resources with common access protocols for all of them.",6,53,205 504 302
105,"look at, which are all the resources that this user has access to",439,444,"The resource broker would look at, which are all the resources that this user has access to",436,444,403 303 203
105,there are subtle differences between grid computing and cloud computing.,50,56,there are subtle differences between grid computing and cloud computing. I will be covering them in a little bit detail a little bit of now now the features of. Great work. There was no centralized control.,50,64,502 203 303
105,the grid specific application.,504,509,nothing but the grid specific application.,504,509,502 405 504
105,a virtual data catalog,512,514,a virtual data catalog,512,514,502 302 303
105,"responsible for doing replication, management, replication, cataloging, so on and so forth.",528,536,"collective generic was responsible for doing replication, management, replication, cataloging, so on and so forth.",528,536,502 302 303
105,Resource.,533,536,"application layer, transport layer, network layer and link layer. This will become clearer. You can read this. But this becomes clearer when I talk to you about the next slide. The application layer is nothing but the grid specific application. A collective app is nothing but something something like a virtual data catalog which are a virtual. Little code catalogue which would say where what good is there, where what data is there in a virtual fashion, not in a real fashion. The collective was the the collective generic was responsible for doing replication, management, replication, cataloging, so on and so forth. Resource.",493,536,405 205 504
105,Resource.,533,536,Resource. This was the most critical function.,533,539,502 401 504
