Predicted_Video_ID,BestAnswer,BestAnswer_start,BestAnswer_end,LongAnswer,LongAnswer_start,LongAnswer_end,Related_Video_IDs
102,incremental and iterative models are combined to create the agile paradigm this paradigm emphasizes flexibility throughout product development,1089,1098,incremental and iterative models are combined to create the agile paradigm this paradigm emphasizes flexibility throughout product development,1089,1098,
103,docker occupies significantly less memory space,85,91,occupies a lot more memory space on the host machine in contrast docker occupies significantly less memory space,80,91,
103,occupies significantly less memory space,85,91,occupies a lot more memory space on the host machine in contrast docker occupies significantly less memory space,80,91,
103,very easy to set up and very easy to scale the efficiencies,103,113,docker occupies significantly less memory space the boot up time between both is very different docker just boots up faster the performance of the docker environment is actually better and more consistent than the virtual machine docker is also very easy to set up and very easy to scale the efficiencies,85,113,
103,very easy to set up and very easy to scale the efficiencies,103,113,docker occupies significantly less memory space the boot up time between both is very different docker just boots up faster the performance of the docker environment is actually better and more consistent than the virtual machine docker is also very easy to set up and very easy to scale the efficiencies,85,113,
103,guest Oh,132,133,occupies a lot more memory space on the host machine in contrast docker occupies significantly less memory space the boot up time between both is very different docker just boots up faster the performance of the docker environment is actually better and more consistent than the virtual machine docker is also very easy to set up and very easy to scale the efficiencies therefore a much higher with a docker environment versus a virtual machine environment and you'll find it is easier to port docker across multiple platforms than a virtual machine finally the space allocation between docker and a virtual machine is significant when you don't have to include the guest Oh,80,133,
103,a collaboration between the development team the operation team allowing you to continuously deliver solutions and applications and services that both delight and improve the efficiency of your customers,170,183,a collaboration between the development team the operation team allowing you to continuously deliver solutions and applications and services that both delight and improve the efficiency of your customers,170,183,102
103,GIT and Jira,220,222,GIT and Jira for building,220,225,107 102
103,GIT and Jira,220,222,planning and codebase we use tools like GIT and Jira,218,222,102
102,unit testing integration testing system testing,338,343,unit testing integration testing system testing,338,343,103 202
103,nagios,238,242,nagios is used to monitor the entire environment,238,244,107
103,a client-server relationship,399,402,the base engine which actually is installed on the host machine that has all the different components that run your docker environment and if we look at the image on the left-hand side of the screen you'll see that docker has a client-server relationship,385,402,
103,create a new application in this instance a fourth application that uses its own resources,364,372,create a new application in this instance a fourth application that uses its own resources you know what with these kinds of abilities to be able to free up space,364,376,
103,a standalone executable package,590,595,a standalone executable package which includes applications and their dependencies,590,598,
103,a standalone executable package,590,595,using a file called the docker file and then once you've created that docker file you store that image in the docker hub or registry and that allows other people to be able to access the same structure of a docker environment that you've created the syntax of creating the image is fairly simple it's something that you'll be able to get your arms around very quickly and essentially what you're doing is you're creating the option of a new container you're identifying what the image will look like what are the commands that are needed and the arguments for and then those commands and once you've done that you have a definition for what your image will look like so if we look here at what the container itself looks like is that the container is a standalone executable package,547,595,
103,client-server relationship,399,402,Dokka we're actually referring to the base engine which actually is installed on the host machine that has all the different components that run your docker environment and if we look at the image on the left-hand side of the screen you'll see that docker has a client-server relationship,385,402,
103,using a file called the docker file,547,551,using a file called the docker file,547,551,
103,using a file called the docker file,547,551,using a file called the docker file,547,551,
103,a standalone executable package,590,595,a standalone executable package which includes applications and their dependencies,590,598,
103,the docker client is accessed from your terminal window,511,515,the docker client is accessed from your terminal window,511,515,
103,from your terminal window,513,515,the docker client is accessed from your terminal window,511,515,
104,user or registered ports.,342,348,"system or well-known ports.  These are common portsthat most people use every day.  And I've mentioned a few of these ports already, such as port 80, 443, 25, and 21. Port numbers from 1024 - 49151 are called user or registered ports.",323,348,
104,dynamic or private ports.,355,362,"Internet Assigned Numbers Authority.  And these 65,000 port numbers are broken down into three categories.  Port numbers from 0 - 1023 are called system or well-known ports.  These are common portsthat most people use every day.  And I've mentioned a few of these ports already, such as port 80, 443, 25, and 21. Port numbers from 1024 - 49151 are called user or registered ports.  These are ports that can be registered by companies and developers for a particular service and you can see some of those examples here.  And port numbers from 49152 - 65535 these are called dynamic or private ports.",309,362,
104,common portsthat most people use every day.,323,330,"common portsthat most people use every day.  And I've mentioned a few of these ports already, such as port 80, 443, 25, and 21. Port numbers from 1024 - 49151 are called user or registered ports.  These are ports that can be registered by companies and developers for a particular service and you can see some of those examples here.  And port numbers from 49152 - 65535 these are called dynamic or private ports.",323,362,
104,0 - 65535.,302,309,port numbers range from 0 - 65535.,302,309,
104,0 - 65535.,302,309,from 0 - 65535.,302,309,
104,443,537,546,"port 443 instead of port 80 during a connection to a website.  And this is because both of these port numbers are used for web pages.  But the difference is, is that port 80 uses HTTP which are for regular unsecured websites.  But port 443",521,546,
104,a command line tool that is used to display the current network connections and port activity on your computer.,187,199,network statistics and it's a command line tool that is used to display the current network connections and port activity on your computer.,187,199,
104,443 instead of port 80 during a connection to a website.,521,529,netstat command a lot of times you may see port 443 instead of port 80 during a connection to a website.,516,529,
104,a standard protocol that is used to transfer files between computers and servers over a network and it uses port number 21.,251,264,a standard protocol that is used to transfer files between computers and servers over a network and it uses port number 21.,251,264,405
104,"80,",330,342,"80, 443, 25, and 21. Port numbers from 1024 - 49151",330,342,
104,port number 21.,508,514,port 80 is used for websites. And we also see the one FTP site that we are connected to using port number 21.,504,514,
104,ports that can be registered by companies and developers for a particular service,342,355,Port numbers from 1024 - 49151 are called user or registered ports.  These are ports that can be registered by companies and developers for a particular service,330,355,
406,"So, there is one thing that can happen, from the ready queue it got the CPU",479,483,"several things or several cases that can occur. So, the first thing that can happen is it received the CPU and it completed its execution and the process just ends. That means it goes to the terminated state. So, there is one thing that can happen, from the ready queue it got the CPU",466,483,105 206
105,a process a design and architecture created to protect networks and devices from attacks damage or unauthorized access,111,122,what is cyber security then we are going to talk about why cyber security is necessary in today's world how does it work who is a cyber security expert what are the skills required and of course what the courses and certifications required from an individual to be called a cyber security expert so let's begin with the first one what is cyber security cyber security by itself is a process a design and architecture created to protect networks and devices from attacks damage or unauthorized access,90,122,
105,confidentiality integrity and availability triad,211,215,the confidentiality integrity and availability triad,211,215,
105,to cause damage,383,386,to cause damage like wannacry happened in 2017 the perpetrators those those used wannacry probably gained a lot in the ransom that they demanded for that data to be decrypted but it also cost the world a lot of money in profits that were lost so let's talk about types of cyber crime the first type is a computer assisted crime where the computers are used as tools to assist a particular crime for example frauds or online bank hijacking where hackers hack into a bank and digitally steal money from a bank now this could have happened without the help of computers as well but here computer assisted the crime and hence it would fall under the computer-assisted crime,383,427,
105,individuals with extraordinary competing skills resorting to malicious or destructive activities,695,701,individuals with extraordinary competing skills resorting to malicious or destructive activities these are your criminal hackers who try to profit from their crimes and they will have a malicious intent in trying to hack a victim organization,695,709,206
105,individuals who work both offensively and defensively,709,714,grey hats are individuals who work both offensively and defensively,709,714,206
105,work both offensively and defensively,709,714,individuals who work both offensively and defensively,709,714,206
105,individuals with extraordinary competing skills resorting to malicious or destructive activities,695,701,individuals with extraordinary competing skills resorting to malicious or destructive activities these are your criminal hackers who try to profit from their crimes and they will have a malicious intent in trying to hack a victim organization the grey hats are individuals who work both offensively and defensively,695,714,206
105,offensively and defensively,712,714,individuals with extraordinary competing skills resorting to malicious or destructive activities these are your criminal hackers who try to profit from their crimes and they will have a malicious intent in trying to hack a victim organization the grey hats are individuals who work both offensively and defensively,695,714,206
105,denial of service attack,911,913,a denial of service attack,911,913,
105,the hacker tries to consume the resources of the victim server in such a way that there are no resources available for legitimate users to connect to the server and conduct their business,913,926,this is where the hacker tries to consume the resources of the victim server in such a way that there are no resources available for legitimate users to connect to the server and conduct their business,913,926,
105,the hacker tries to consume the resources of the victim server in such a way that there are no resources available for legitimate users to connect to the server and conduct their business,913,926,the hacker tries to consume the resources of the victim server in such a way that there are no resources available for legitimate users to connect to the server and conduct their business,913,926,
105,malicious software that would deliver a trojan virus,929,933,malicious software that would deliver a trojan virus or a worm to the victim thus infecting the victim's machine and rendering it useless,929,940,
105,target your database try to send in malicious queries which will compromise your database and the data within birthday attacks,1010,1019,sql injection attacks where again attackers will target your database try to send in malicious queries which will compromise your database and the data within birthday attacks,1007,1019,
105,2007,1110,1114,in 2001 cyber criminals launched attacks against ebay yahoo cnn amazon and other organizations 2007,1103,1114,
105,a million dollars being stolen,1116,1122,they recorded at least a million dollars being stolen,1116,1122,204
105,robert morris,1148,1154,robert morris uh he's an american computer scientist and entrepreneur he's best known for creating what is called the morris worm and this was way back in 1988 and this is the first computer worm that has been identified on the internet kevin lee or kevin lee polson,1148,1170,202
105,david smith david smith,1202,1205,david smith david smith,1202,1205,103
105,one of the most dynamic viruses,1208,1210,one of the most dynamic viruses known around march 1999 that's when this happened this virus was released and this was a macro based virus which affected microsoft world and outlook based files,1208,1221,
401,authenticating the user authorization is checked authorization is the process used by server to determine if you have permission to access a file if not you will get a message saying you are not authorized to access this page both of these functions authentication and authorization are performed by session layer,304,325,authenticating the user authorization is checked authorization is the process used by server to determine if you have permission to access a file if not you will get a message saying you are not authorized to access this page both of these functions authentication and authorization are performed by session layer session layer keeps a track of the files that are being downloaded for example a web page contains text images etc these text and images are stored as separate files on the web server when you request a website in your web browser your web browser opens a separate session to the web server to download each of these text and image files separately these files are received in the form of data packets,304,351,105
105,security,1380,1383,security so as new vulnerabilities in applications or operating systems are found out the software vendors are the developers of those softwares over a period of time start sending out these updates also called patches to the end users it is very important for the end users to identify these security patches and install them on their devices as soon as possible else they remain open for those vulnerabilities and unpatched systems that thus can easily be hacked usage of an anti-virus to protect yourself from viruses worms trojans essentially malwares there needs to be a software that need that's installed on your computer that is going to watch out for them you cannot rely on the operating system itself to protect you,1380,1424,106
105,who is a cyber security expert,96,101,how does it work who is a cyber security expert,96,101,
105,skills required,99,101,criminal activities anything is possible so it's a very bad scenario if a hacker gets access to the company secrets so what is it that we're going to discuss in this video to start off with we're going to talk about what is cyber security then we are going to talk about why cyber security is necessary in today's world how does it work who is a cyber security expert what are the skills required,76,101,
106,variables that store single simple values,90,94,primitive data types are exactly what they sound like variables that store single simple values,86,94,204
106,the byte int float double boolean and char,94,102,examples of such primitive types are the byte int float double boolean and char,94,102,204
106,primitive data types weren't really cutting it anymore,126,131,only act to store a single piece of data of a certain kind and for a while when programming was still developing this was just fine many programs being written at the time weren't complex by today's standards thus programmers could get away with only using these primitive types however as programs became larger and more complex primitive data types weren't really cutting it anymore,102,131,204 102
106,the precursor to the object,289,295,structure is in many ways the precursor to the object,289,295,
106,structures allow the programmer to store data of different types together,246,251,structures allow the programmer to store data of different types together,246,251,
106,instances of a class,324,327,instances of a class and a class is basically a template for an object,324,331,202 406
106,classes can inherit certain methods and attributes from another class we will get into exactly what this means in a moment but first let's look at an example let's say you are programming a game in this game the player has access to weapons to fight their enemies to begin you may establish a weapons class,1084,1109,classes can inherit certain methods and attributes from another class we will get into exactly what this means in a moment but first let's look at an example let's say you are programming a game in this game the player has access to weapons to fight their enemies to begin you may establish a weapons class,1084,1109,
106,four main principles,12,16,its four main principles,12,16,
106,four main principles,12,16,four main principles this course will assume that you have some knowledge of programming before hopping in if that's not the case i would suggest checking out our introduction to programming video,12,27,
106,encapsulation abstraction inheritance and polymorphism,449,458,encapsulation abstraction inheritance and polymorphism this next section is going to be focusing on the first of the four main principles of object-oriented programming encapsulation,449,467,105
106,bundling data,467,470,bundling data along with methods that can operate on that data within a class essentially it is the idea of hiding data within a class that anything outside that class cannot directly interact with,467,483,405 401
106,only showing essential details,776,780,abstraction refers to the idea of only showing essential details,776,780,101
106,the principle that allows,1079,1081,inheritance is the principle that allows,1079,1081,202
106,private modifier,1304,1308,superclasses subclasses or anywhere else in the program this is very useful when you need to have access from a wide variety of places in your program to better understand this modifier and those to come look to the example class hierarchy on screen that represents different foods for each example the member in question will be defined in the fruit class green classes have access and red classes do not as you can see a public member being defined in this class or anywhere else can be accessed from anywhere in your program next we have the private modifier,1263,1308,406
106,private modifier,1304,1308,superclasses subclasses or anywhere else in the program this is very useful when you need to have access from a wide variety of places in your program to better understand this modifier and those to come look to the example class hierarchy on screen that represents different foods for each example the member in question will be defined in the fruit class green classes have access and red classes do not as you can see a public member being defined in this class or anywhere else can be accessed from anywhere in your program next we have the private modifier,1263,1308,105
106,the private modifier,1304,1308,we have the private modifier,1304,1308,104
107,lot lot simpler than managing directly from the device in the on premises,167,173,not such space requirement is needed for the organization in on-premises we also need a dedicated team to manage the hardware and software but in the cloud no such dedicated team is needed for most of the services they all get managed by the provider and even if we need to manage them the provider gives us options to manage them through the console which is lot lot simpler than managing directly from the device in the on premises,144,173,
107,pay as you go type,121,126,the billing model is pay as you go type,121,126,
107,exclusively operated for a single organization,516,521,based on deployment models and as we know now about the public cloud public cloud is an cloud infrastructure that's made available to the general public over the internet and it is owned by the cloud provider some of the major players as cloud providers are aws microsoft azure ibm's blue cloud and sun cloud and private cloud now this cloud infrastructure is exclusively operated by a single organization it can be managed by organizations or third party and may exist on premises or off-premises doesn't matter but the point here is this is exclusively operated for a single organization,481,521,105
107,cost involved in procuring the hardware and software,175,183,cost involved in procuring the hardware and software to provide the security,175,183,404
107,cost involved in procuring the hardware and software to provide the security,175,183,the cost involved in procuring the hardware and software to provide the security,175,183,105
107,cost involved in procuring the hardware and software,175,183,cost involved in procuring the hardware and software to provide the security,175,183,404 105
107,what is cloud computing,17,19,cloud computing tutorial i'm samuel a multi-platform cloud architect and trainer working for simply learn let's dive deep into the topics we're going to discuss here why we needed cloud computing to begin with and what is cloud computing,4,19,204
107,based on deployment models,481,485,summarize the types of cloud based on deployment models,479,485,
107,based on two wide categories,381,385,based on two wide categories one being a deployment model and the other one being service model,381,389,
107,based on two wide categories,381,385,based on two wide categories one being a deployment model and the other one being service model,381,389,
107,deployment model and the other one being service model,385,389,two wide categories one being a deployment model and the other one being service model,382,389,
107,public and then private and then hybrid cloud,394,398,public and then private and then hybrid cloud in other words public cloud private cloud and hybrid cloud,394,401,102
107,public and then private and then hybrid cloud,394,398,public and then private and then hybrid cloud in other words public cloud private cloud and hybrid cloud,394,401,102
107,public and then private and then hybrid cloud,394,398,two wide categories one being a deployment model and the other one being service model let's talk about the deployment model first deployment model is categorized into three types first one is public and then private and then hybrid cloud,382,398,
107,public cloud,485,487,summarize the types of cloud based on deployment models and as we know now about the public cloud,479,487,
107,aws microsoft azure ibm's blue cloud and sun cloud and private cloud,496,505,some of the major players as cloud providers are aws microsoft azure ibm's blue cloud and sun cloud and private cloud,494,505,204
107,amazon,925,928,digitalocean provides developers cloud services that help to deploy and scale applications that run simultaneously on multiple computers as of january 2018 digitalocean was the third largest hosting company in the world in terms of web phasing computers let's talk about cloud computing in aws amazon web services aws is an cloud computing service provided by amazon,901,928,
107,deployment models,481,485,summarize the types of cloud based on deployment models,479,485,
107,a simple storage service,1202,1209,a simple storage service provided by aws,1202,1209,204
107,infrastructure as a service,934,936,infrastructure as a service it's a flagship offering,934,938,204
107,we can store and retrieve any amount of data at any time on the web,1211,1217,we can store and retrieve any amount of data at any time on the web,1211,1217,204
107,a simple storage service provided by aws,1202,1209,a simple storage service provided by aws,1202,1209,204
107,a simple storage service provided by aws,1202,1209,a simple storage service provided by aws,1202,1209,
107,google cloud platform,871,873,google cloud platform on the other hand is offered by google it's a suit of cloud computing services that run on the same infrastructure that google uses internally for its end user products such as the google search and the youtube you're familiar with alongside a set of managed tools it also provides cloud services including computing services data storage services data analytics and machine learning services digitalocean,871,899,
201,not only works in what products are being shown but also in what order the products are being ranked,141,149,recommender system not only works in what products are being shown but also in what order the products are being ranked,141,149,
201,recommender system,76,79,recommender system is nothing fancy but an automated information filtering system to filter some entities composed of machine learning and ai algorithm which predicts what the customer wants to see these entities can be any possible products such as ads movies tv shows songs and so on which we see on apps like netflix amazon and youtube on every day today the e-commerce space is loaded with information with hundreds of movies and shows released every day a recommendation system helps tackle this challenge and saves customers a lot of time while browsing the internet,76,116,107 103
201,recommendation engines or a specific way of generating recommendations,421,428,recommendation engines or a specific way of generating recommendations as one company's,421,428,
201,recommender system not only works in what products are being shown but also in what order the products are being ranked,141,149,recommender system not only works in what products are being shown but also in what order the products are being ranked the idea of a recommendation engine is not new it is something you are already familiar with excited to know do you watch movies on netflix or spend time shopping on amazon or follow the recommendation made by youtube for music if yes you are already supporting the recommendation system in many aspects unknowingly which enhances your online experience now when you have understood recommendation system,141,175,405
201,based on the power of previous viewing history note the recommender system not only works in what products are being shown but also in what order the products are being ranked the idea of a recommendation engine is not new it is something you are already familiar with excited to know do you watch movies on netflix or spend time shopping on amazon or follow the recommendation made by youtube for music if yes you are already supporting the recommendation system in many aspects unknowingly which enhances your online experience now when you have understood recommendation system it is important to understand why the recommender system is built without any further ado let's see why this is important,138,182,based on the power of previous viewing history note the recommender system not only works in what products are being shown but also in what order the products are being ranked the idea of a recommendation engine is not new it is something you are already familiar with excited to know do you watch movies on netflix or spend time shopping on amazon or follow the recommendation made by youtube for music if yes you are already supporting the recommendation system in many aspects unknowingly which enhances your online experience now when you have understood recommendation system it is important to understand why the recommender system is built without any further ado let's see why this is important,138,182,
201,helps save valuable time and showcases what interests the user,249,255,recommender system helps save valuable time and showcases what interests the user,249,255,
201,it helps to understand better what the user wants and might want in the near future,255,262,it helps to understand better what the user wants and might want in the near future,255,262,
201,it will either ask you what you preferred or see what kind of content,296,300,it will either ask you what you preferred or see what kind of content,296,300,
201,either ask you what you preferred or see what kind of content,296,300,it will either ask you what you preferred or see what kind of content,296,300,
105,a malicious server hosted by the hacker and it supposedly downloads a malicious file or some scripts and executes them on the victim's machine once executed the scripts or the content within these files maybe the content could be a virus or a trojan,495,515,a malicious server hosted by the hacker and it supposedly downloads a malicious file or some scripts and executes them on the victim's machine once executed the scripts or the content within these files maybe the content could be a virus or a trojan,495,515,406 202
201,recommendation engine is not new it is something you are already familiar with excited to know do you watch movies on netflix or spend time shopping on amazon or follow the recommendation made by youtube for music if yes you are already supporting the recommendation system in many aspects unknowingly which enhances your online experience now when you have understood recommendation system it is important to understand why the recommender system is built without any further ado let's see why this is important imagine what if you are left on netflix between tons of movies to find your favorite one or on youtube to find which song you like the most it will be a brainstorming session that's exactly why recommendation engine,149,196,recommender system not only works in what products are being shown but also in what order the products are being ranked the idea of a recommendation engine is not new it is something you are already familiar with excited to know do you watch movies on netflix or spend time shopping on amazon or follow the recommendation made by youtube for music if yes you are already supporting the recommendation system in many aspects unknowingly which enhances your online experience now when you have understood recommendation system it is important to understand why the recommender system is built without any further ado let's see why this is important imagine what if you are left on netflix between tons of movies to find your favorite one or on youtube to find which song you like the most it will be a brainstorming session that's exactly why recommendation engine,141,196,
201,watch time videos that have a lot of watch time then engagement and finally topic relevance,375,383,watch time videos that have a lot of watch time then engagement and finally topic relevance,375,383,
201,collaborative user-based and hybrid approach,717,722,filtering let's start with events amazon stores and tracks data on all custom behavior and activity on the site every time you search something on the search bar say you type laptop a record of the event is locked in the database and the entry is stored as something like user a clicked on x product whether you like a product add a product to the cart or purchase a product your actions are captured which promotes future purchases next on the list is ratings ratings are an essential component of every e-commerce website including amazon because it unveils how the customer feels about the particular product here the maximum rating is 5 star so in case the user truly loves the product he can easily give it a 5 star the last in the list is filtering filtering products are based upon rating and other user data amazon recommendation engine use three types of filtering collaborative user-based and hybrid approach,661,722,
201,the visitors choices are compared to each other and based upon that they are recommended the most suitable product user based filtering,724,736,the visitors choices are compared to each other and based upon that they are recommended the most suitable product user based filtering,724,736,
201,amazon,469,471,amazon recommendation engine works it is important to understand the different types of recommendation engines broadly the recommendation engines are divided into two parts collaborative filtering collaborative filtering is a type of recommendation engine which majorly focuses on understanding and analyzing the customer's behavior preferences or activities to suggest reliable product or services you're a large part of information is collected depending on a customer preference to see what the customer might like amazon,437,471,
201,non-probabilistic algorithm,478,482,non-probabilistic algorithm user based nearest neighbor item-based nearest neighbor reducing dimensionality next up probabilistic algorithm bcn network model em algorithm content based system,478,497,
201,content,217,220,content for a couple of reasons for one most companies think they understand their customer but often customers can behave much differently than businesses you ever think as their choice fluctuate with time so it's important to show the users what is relevant to them and match their choices while also sharing new content,200,220,207 102
201,youtube,161,164,youtube for music if yes you are already supporting the recommendation system in many aspects unknowingly which enhances your online experience now when you have understood recommendation system it is important to understand why the recommender system is built without any further ado let's see why this is important imagine what if you are left on netflix between tons of movies to find your favorite one or on youtube to find which song you like the most it will be a brainstorming session that's exactly why recommendation engine,161,196,
201,recommendation engine,543,545,recommendation engine enters here is the science behind netflix whenever you click on the netflix tab the recommendation system gets ready to direct you to the right source of information,543,557,
201,three,658,661,amazon and its magic ingredient which made it the world's most visited e-commerce website till now note amazon heavily believes in data driven marketing if you see something that you like and something pops up that matches your preferences understand the recommendation engine is working at its best and throwing some great results the choice you make on amazon are based upon three,636,661,
201,collaborative filtering collaborative filtering,445,450,collaborative filtering collaborative filtering is a type of recommendation engine which majorly focuses on understanding and analyzing the customer's behavior preferences or activities to suggest reliable product or services you're a large part of information is collected depending on a customer preference to see what the customer might like amazon is one of the biggest examples of collaborative filtering,445,474,204
202,AI,236,239,AI and move towards the methods and model. It had borrowed from statistics and probability Theory. So let's proceed and see what exactly is machine learning. Well Machine learning is a subset of AI,225,239,
202,we had very small amount of data,54,58,"earlier we had very small amount of data the data we had Was not enough to predict the accurate result,",54,62,
202,symbolic approaches.,224,225,The problem was how to train more robust version of AI system while in the case of Neuroscience problem faced by the researchers was how to design operation model of the brain. So these are some of the issues which had the largest influence and led to the existence of the machine learning. Now this machine learning shifted its focus from the symbolic approaches.,205,225,101
202,70%,90,93,70% of Enterprise will Implement ai over the next 12 months,90,94,206
202,a technique that enables the machine to act like humans,103,108,it's nothing but a technique that enables the machine to act like humans by replicating the behavior and nature,103,111,
